Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng,Mặt tiền,Đường vào,Số tầng,Nội thất,Hướng nhà,Hướng ban công
60 m²,"15,9 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà mặt phố tại phố Lương Định Của,"91, Phố Lương Định Của, Phường Phương Mai, Đống Đa, Hà Nội",04/05/2024,"3,6 m",,4 tầng,Đầy đủ,,
40 m²,"5,6 tỷ",4 phòng,3 phòng,* Sổ đỏ vuông đét sẵn sàng giao dịch.,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Hồ Tùng Mậu,"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",07/05/2024,,,4 tầng,,,
42 m²,"7,3 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Đông Ngạc,"đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",07/05/2024,4 m,"4,5 m",5 tầng,Cơ bản,,
88 m²,"17,8 tỷ",7 phòng,7 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Cầu Giấy,Nhà riêng tại phố Trung Kính,"Phố Trung Kính, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",07/05/2024,6 m,10 m,6 tầng,Châu Âu.,,
60 m²,"10,85 tỷ",9 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Lê Thanh Nghị,"Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",07/05/2024,6 m,3 m,5 tầng,Cơ bản,,
72 m²,Thỏa thuận,6 phòng,6 phòng,Sổ đỏ.,Hà Nội,Cầu Giấy,Nhà riêng tại phố Phạm Tuấn Tài,"Phố Phạm Tuấn Tài, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",07/05/2024,6 m,9 m,6 tầng,Châu Âu.,,
40 m²,"4,5 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Thanh Xuân,Nhà riêng tại đường Bùi Xương Trạch,"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",28/04/2024,3 m,,5 tầng,Cơ bản,,
105 m²,"68,5 tỷ",6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Ba Đình,Nhà mặt phố tại đường Đào Tấn,"Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",05/05/2024,"6,1 m",,,Đầy đủ,,
35 m²,"6,7 tỷ",3 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Bắc Từ Liêm,Nhà mặt phố tại đường Phú Diễn,"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",07/05/2024,"3,7 m",6 m,6 tầng,Cơ bản,,
85 m²,"6,9 tỷ",5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Thanh Xuân,Nhà riêng tại phố Khương Hạ,"Ngõ 29, Phố Khương Hạ, Phường Khương Đình, Thanh Xuân, Hà Nội",03/05/2024,"7,5 m",,4 tầng,,,
58 m²,25 tỷ,6 phòng,6 phòng,Đã Có Sổ hồng,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Nguyễn Khang,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",07/05/2024,6 m,18 m,5 tầng,Cơ bản,,
125 m²,"21,9 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà mặt phố tại đường Nguyễn Văn Tuyết,"Đường Nguyễn Văn Tuyết, Phường Trung Liệt, Đống Đa, Hà Nội",29/04/2024,,,,Cơ bản,,
"80,3 m²",20 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà riêng tại đường Đê La Thành,"Đường Đê La Thành, Phường Thổ Quan, Đống Đa, Hà Nội",25/04/2024,,,3 tầng,Đầy đủ,,
118 m²,36 tỷ,6 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",06/05/2024,"5,5 m",10 m,7 tầng,Đầy đủ,,
91 m²,"4,5 tỷ",2 phòng,2 phòng,Sổ đỏ chính chủ sẵn sàng giao dịch.,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Tổ hợp 173 Xuân Thủy,"Dự án 173 Xuân Thủy, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",02/05/2024,,,,,,
42 m²,"5,25 tỷ",5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại đường Tứ Liên,"Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",07/05/2024,"4,8 m","2,8 m",5 tầng,Đầy đủ,,
42 m²,"5,25 tỷ",5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại đường Tứ Liên,"Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",07/05/2024,"4,8 m","2,8 m",5 tầng,Đầy đủ,,
70 m²,"36,8 tỷ",12 phòng,,Sổ đỏ chính chủ,Hà Nội,Hoàn Kiếm,Nhà riêng tại đường Nguyễn Hữu Huân,"Đường Nguyễn Hữu Huân, Phường Hàng Buồm, Hoàn Kiếm, Hà Nội",07/05/2024,"3,5 m",,7 tầng,Full nội thất,,
71 m²,12 tỷ,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Nhà mặt phố tại đường Thiên Hiền,"8, Đường Thiên Hiền, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",07/05/2024,,10 m,7 tầng,Châu âu.,,
130 m²,78 tỷ,8 phòng,9 phòng,,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Trích Sài,"Đường Trích Sài, Phường Thụy Khuê, Tây Hồ, Hà Nội",07/05/2024,,,5 tầng,,,
40 m²,Thỏa thuận,3 phòng,4 phòng,,Hà Nội,Long Biên,Nhà riêng tại phường Thạch Bàn,"Phường Thạch Bàn, Long Biên, Hà Nội",24/04/2024,4 m,4 m,5 tầng,Đầy đủ nội thất chất lượng.,,
90 m²,"4,86 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Căn hộ chung cư tại The Terra An Hưng,"Dự án The Terra An Hưng, Phường Dương Nội, Hà Đông, Hà Nội",04/05/2024,,,,Đầy đủ,Tây - Bắc,Đông - Nam
50 m²,"10,5 tỷ",5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Nhà riêng tại đường Hoa Bằng,"Đường Hoa Bằng, Phường Yên Hòa, Cầu Giấy, Hà Nội",07/05/2024,7 m,,6 tầng,"Nội thất mới - sang - xịn - mịn - full gồm: Tivi, tủ lạnh, giường, tủ, sofa, nóng lạnh, điều hòa, rèm, kệ...",,
82 m²,"12,8 tỷ",,,Sổ đỏ chính chủ.,Hà Nội,Hoàng Mai,Nhà mặt phố tại phố Thanh Đàm,"Phố Thanh Đàm, Phường Thanh Trì, Hoàng Mai, Hà Nội",07/05/2024,"4,8 m",,5 tầng,,,
105 m²,"36,5 tỷ",18 phòng,18 phòng,Sổ Hồng chính Chủ,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Thụy Khuê,"Đường Thụy Khuê, Phường Bưởi, Tây Hồ, Hà Nội",07/05/2024,"5,2 m",,8 tầng,Cao cấp,,
183 m²,110 tỷ,,,Sổ đỏ chính chủ.,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Xuân Diệu,"Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",07/05/2024,7 m,,7 tầng,,,
51 m²,"6,3 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Thụy Phương,"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",07/05/2024,"3,5 m","2,2 m",3 tầng,Cơ bản,,
43 m²,"18,5 tỷ",,,Sổ đỏ,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Nghi Tàm,"đường Nghi Tàm, Phường Xuân La, Tây Hồ, Hà Nội",07/05/2024,,,5 tầng,,,
250 m²,195 tỷ,,,Sổ đỏ/ Sổ hồng,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại phố Phố Huế,"Phố Phố Huế, Phường Phố Huế, Hai Bà Trưng, Hà Nội",07/05/2024,"6,2 m",,7 tầng,,,
45 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,Hà Nội,Hoàng Mai,Nhà riêng tại đường Thịnh Liệt,"Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",07/05/2024,,,6 tầng,Cơ bản.,,
"80,2 m²",94 triệu/m²,3 phòng,2 phòng,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",01/05/2024,,,,Cơ bản,Tây - Bắc,Đông - Nam
50 m²,"6,5 tỷ",3 phòng,3 phòng,,Hà Nội,Hà Đông,Nhà mặt phố tại đường Bế Văn Đàn,"Đường Bế Văn Đàn, Phường Quang Trung, Hà Đông, Hà Nội",30/04/2024,"3,5 m",10 m,4 tầng,Hiện đại,Tây - Bắc,Tây - Bắc
35 m²,"4,2 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà riêng tại phố Phùng Hưng,"Phố Phùng Hưng, Phường Văn Quán, Hà Đông, Hà Nội",04/05/2024,3 m,2 m,4 tầng,,Đông - Nam,Đông - Nam
38 m²,4 tỷ,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà riêng tại đường Lê Trọng Tấn,"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",04/05/2024,4 m,4 m,4 tầng,Đầy đủ,,
33 m²,"4,25 tỷ",3 phòng,4 phòng,Sổ đỏ,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Thụy,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",07/05/2024,"4,5 m",5 m,5 tầng,"Đầy đủ. Để lại hết nội thất, điều hòa, nóng lạnh, giường tủ...",,
68 m²,11 tỷ,19 phòng,20 phòng,"- Sổ đỏ chính chủ, sẵn sàng giao dịch.",Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Trịnh Văn Bô,"Đường Trịnh Văn Bô, Phường Xuân Phương, Nam Từ Liêm, Hà Nội.",07/05/2024,5 m,6 m,7 tầng,Đầy đủ,,
33 m²,"4,25 tỷ",3 phòng,4 phòng,Sổ đỏ,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Thụy,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",07/05/2024,"4,5 m",5 m,5 tầng,"Đầy đủ. Để lại hết nội thất, điều hòa, nóng lạnh, giường tủ...",,
68 m²,11 tỷ,19 phòng,20 phòng,"- Sổ đỏ chính chủ, sẵn sàng giao dịch.",Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Trịnh Văn Bô,"Đường Trịnh Văn Bô, Phường Xuân Phương, Nam Từ Liêm, Hà Nội.",07/05/2024,5 m,6 m,7 tầng,Đầy đủ,,
98 m²,"2,99 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Mê Linh,Nhà riêng tại xã Kim Hoa,"Xã Kim Hoa, Mê Linh, Hà Nội",07/05/2024,5 m,4 m,,Đầy đủ,,
81 m²,"5,8 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Thanh Xuân,Căn hộ chung cư tại đường Lê Văn Lương,"Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",06/05/2024,,,,Đầy đủ,Đông - Nam,Tây - Bắc
80 m²,22 tỷ,,,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại đường Xuân Diệu,"Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",07/05/2024,"9,2 m",,7 tầng,,,
45 m²,"6,4 tỷ",3 phòng,5 phòng,Sổ đỏ.,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Lâm,"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",07/05/2024,4 m,5 m,5 tầng,,,
35 m²,"5,5 tỷ",3 phòng,4 phòng,Sổ đỏ,Hà Nội,Hoàng Mai,Nhà riêng tại đường Minh Khai,"Đường Minh Khai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",01/05/2024,,,5 tầng,,,
35 m²,"10,5 tỷ",,,Sổ đỏ,Hà Nội,Ba Đình,Nhà riêng tại phố Nguyễn Khắc Nhu,"Phố Nguyễn Khắc Nhu, Phường Trúc Bạch, Ba Đình, Hà Nội",07/05/2024,7 m,,4 tầng,,,
41 m²,"8,6 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Phố Vọng,"Phố Phố Vọng, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",07/05/2024,,,4 tầng,Đầy đủ,,
235 m²,170 tỷ,,,Sổ đỏ chính chủ.,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Xuân Diệu,"Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",07/05/2024,7 m,,7 tầng,,,
38 m²,5 tỷ,4 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà riêng tại phố Pháo Đài Láng,"Phố Pháo Đài Láng, Phường Láng Thượng, Đống Đa, Hà Nội",27/04/2024,4 m,,4 tầng,Full nội thất cao cấp.,,
100 m²,25 tỷ,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà mặt phố tại phường Láng Thượng,"Phường Láng Thượng, Đống Đa, Hà Nội",26/04/2024,,,8 tầng,,,
46 m²,"5,9 tỷ",3 phòng,4 phòng,Sổ đỏ.,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Thụy,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",03/05/2024,6 m,5 m,5 tầng,Đầy đủ.,,
42 m²,"4,85 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Nhà riêng tại phố Cầu Cốc,"Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",07/05/2024,"3,5 m",4 m,5 tầng,Đầy đủ.,Đông - Nam,Đông - Nam
68 m²,"7,8 tỷ",4 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Nhà riêng tại phố Quan Nhân,"Phố Quan Nhân, Phường Trung Hòa, Cầu Giấy, Hà Nội",07/05/2024,,,,,,
44 m²,"8,5 tỷ",5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Thanh Xuân,Nhà riêng tại phố Quan Nhân,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",06/05/2024,4 m,3 m,6 tầng,Đầy đủ,Tây - Nam,
43 m²,"6,5 tỷ",5 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Thanh Xuân,Nhà riêng tại đường Khương Đình,"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",07/05/2024,"7,6 m",,6 tầng,,,
179 m²,"39,5 tỷ",6 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Phú Diễn,"Đường Phú Diễn, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",05/05/2024,"10,7 m",6 m,4 tầng,Đầy đủ.,,
41 m²,"7,6 tỷ",5 phòng,,Sổ đỏ,Hà Nội,Thanh Xuân,Nhà riêng tại phố Nhân Hòa,"Phố Nhân Hòa, Phường Nhân Chính, Thanh Xuân, Hà Nội",07/05/2024,5 m,,5 tầng,,,
122 m²,Thỏa thuận,9 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại đường Xuân La,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",07/05/2024,"7,5 m","2,5 m",4 tầng,,,
122 m²,Thỏa thuận,9 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại đường Xuân La,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",07/05/2024,"7,5 m","2,5 m",4 tầng,,,
50 m²,"4,9 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường 70,"Ngõ 299, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",07/05/2024,"3,6 m","2,5 m",4 tầng,Đầy đủ.,,
63 m²,"7,4 tỷ",,,"- Sổ đỏ nét, sẵn sàng giao dịch.",Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Phương Canh,"Đường Phương Canh, Phường Phương Canh, Nam Từ Liêm, Hà Nội",05/05/2024,5 m,5 m,3 tầng,Đầy đủ,,
57 m²,16 tỷ,,,Sổ đỏ/ Sổ hồng,Hà Nội,Ba Đình,Nhà riêng tại đường Đào Tấn,"Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",07/05/2024,10 m,,5 tầng,,,
30 m²,"5,1 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Nhà riêng tại đường Cầu Giấy,"Ngõ 260, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",03/05/2024,"3,15 m","2,5 m",5 tầng,Cơ bản,,
33 m²,"6,4 tỷ",2 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Nhà riêng tại phường Đại Mỗ,"Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",27/04/2024,"6,4 m",3 m,5 tầng,Đầy đủ,,
62 m²,19 tỷ,,,,Hà Nội,Cầu Giấy,Nhà riêng tại đường Hoàng Quốc Việt,"Ngõ 106, Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",01/05/2024,"6,8 m",8 m,5 tầng,,,
110 m²,"4,75 tỷ",3 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Hoài Đức,Căn hộ chung cư tại Mailand Hanoi City,"Dự án Mailand Hanoi City, Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",01/05/2024,,,,,,
42 m²,"2,6 tỷ",1 phòng,1 phòng,Hợp đồng mua bán,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",06/05/2024,,,,Đầy đủ,Tây - Nam,Đông - Bắc
43 m²,Thỏa thuận,,,Sổ đỏ,Hà Nội,Hoàng Mai,Nhà riêng tại đường Bằng Liệt,"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",02/05/2024,,,5 tầng,,,
60 m²,"3,9 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",29/04/2024,,,,"Đầy đủ - Chủ nhà mới về ở, toàn bộ nội thất cao cấp vừa mới hoàn thiện đều để lại.",Tây - Nam,Đông - Bắc
45 m²,5 tỷ,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Thanh Trì,Nhà riêng tại đường Kim Giang,"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",07/05/2024,"3,5 m",3 m,5 tầng,Đầy đủ,,
80 m²,15 tỷ,,,Sổ đỏ.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Tam Trinh,"Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội",07/05/2024,,,6 tầng,,,
45 m²,18 tỷ,7 phòng,5 phòng,Sổ đỏ,Hà Nội,Cầu Giấy,Nhà riêng tại phố Trung Kính,"Ngõ 168, Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",07/05/2024,,,6 tầng,,,
105 m²,32 tỷ,8 phòng,8 phòng,Sổ đỏ,Hà Nội,Hà Đông,Nhà mặt phố tại đường Quang Trung,"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",07/05/2024,"5,4 m",24 m,5 tầng,Đầy đủ,,
78 m²,"12,5 tỷ",4 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Nhà riêng tại đường Cầu Giấy,"Đường Cầu Giấy, Phường Yên Hòa, Cầu Giấy, Hà Nội",05/05/2024,"6,7 m",,6 tầng,Full nội thất.,,
45 m²,"7,9 tỷ",,,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà riêng tại đường Phan Đình Giót,"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",04/05/2024,6 m,,4 tầng,,,
40 m²,"14,5 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hoàng Mai,Nhà mặt phố tại đường Đại Từ,"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",07/05/2024,4 m,10 m,5 tầng,Đầy đủ.,,
47 m²,"13,8 tỷ",,,Sổ đỏ.,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khánh Toàn,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",05/05/2024,"4,7 m",,4 tầng,Nội thất + sàn + cầu thang full gỗ Lim và Giáng Hương (trước nhà chi 5 tỷ tiền hoàn thiện).,,
45 m²,"7,5 tỷ",,,Sổ đỏ,Hà Nội,Hà Đông,Nhà riêng tại phố Vạn Phúc,"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",06/05/2024,,,4 tầng,,,
47 m²,"13,8 tỷ",,,Sổ đỏ.,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khánh Toàn,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",05/05/2024,"4,7 m",,4 tầng,Nội thất + sàn + cầu thang full gỗ Lim và Giáng Hương (trước nhà chi 5 tỷ tiền hoàn thiện).,,
45 m²,"7,5 tỷ",,,Sổ đỏ,Hà Nội,Hà Đông,Nhà riêng tại phố Vạn Phúc,"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",06/05/2024,,,4 tầng,,,
69 m²,"29,8 tỷ",,,Sổ đỏ,Hà Nội,Cầu Giấy,Nhà riêng tại phố Đỗ Quang,"Phố Đỗ Quang, Phường Trung Hòa, Cầu Giấy, Hà Nội",05/05/2024,5 m,,9 tầng,,,
46 m²,17 tỷ,5 phòng,4 phòng,,Hà Nội,Đống Đa,Nhà riêng tại phố Hoàng Cầu,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",02/05/2024,"4,35 m",6 m,5 tầng,,Tây - Nam,Tây - Nam
42 m²,"8,6 tỷ",6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà riêng tại phố An Trạch,"Phố An Trạch, Phường Quốc Tử Giám, Đống Đa, Hà Nội",07/05/2024,"5,7 m",,6 tầng,Đầy đủ,,
132 m²,"5,75 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại C14 - Bộ Công An,"Dự án C14 - Bộ Công An, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",03/05/2024,,,,Đầy đủ Nội thất và đồ điện tử mới đét để lại toàn bộ.,Tây - Bắc,Đông - Nam
106 m²,"4,9 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại C14 - Bộ Công An,"Dự án C14 - Bộ Công An, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",06/05/2024,,,,Đầy đủ,Đông - Bắc,Tây - Bắc
70 m²,"2,6 tỷ",2 phòng,1 phòng,Sổ đỏ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại đường Hoàng Quốc Việt,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",07/05/2024,,,,Nội thất mới 100%.,,
100 m²,"5,2 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Roman Plaza,"Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",05/05/2024,,,,Đầy đủ,Tây - Bắc,Đông - Nam
92 m²,"12,9 tỷ",8 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà riêng tại phố Phương Mai,"Phố Phương Mai, Phường Phương Mai, Đống Đa, Hà Nội",07/05/2024,7 m,3 m,6 tầng,Đầy đủ,,
77 m²,"5,6 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Mipec Rubik 360,"Dự án Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",03/05/2024,,,,Đầy đủ,Đông - Bắc,Tây - Nam
30 m²,"5,5 tỷ",,,,Hà Nội,Hà Đông,Nhà riêng tại đường Ngô Thì Nhậm,"Đường Ngô Thì Nhậm, Phường Hà Cầu, Hà Đông, Hà Nội",07/05/2024,"3,3 m","3,5 m",4 tầng,,,
118 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Cát Linh, Đống Đa, Hà Nội",06/05/2024,"5,4 m",,6 tầng,Đầy đủ,,
45 m²,"4,9 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà riêng tại đường Thanh Lãm,"Đường Thanh Lãm, Phường Phú Lãm, Hà Đông, Hà Nội",02/05/2024,"4,7 m",3 m,4 tầng,Đầy đủ,,
83 m²,"5,1 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Florence Mỹ Đình,"Florence Mỹ Đình, 30, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",07/05/2024,,,,"Đầy đủ + Nội thất full đồ, nhà đẹp mới sang sửa lại rất sang trọng.",Tây - Nam,Đông - Bắc
"78,75 m²",30 triệu/m²,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Căn hộ chung cư tại Chung cư CT4 Yên Nghĩa,"Dự án Chung cư CT4 Yên Nghĩa, Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",05/05/2024,,,,Đầy đủ,Tây - Bắc,Đông - Nam
