Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng
"57,2 m²",Thỏa thuận,,,Đông - Nam,Tây - Bắc,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Xuân Mai Tower - CT2 Tô Hiệu,"Dự án Xuân Mai Tower - CT2 Tô Hiệu, Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội",03/05/2024
50 m²,"1,1 tỷ",,,,,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại đường Kim Ngưu,"Đường Kim Ngưu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",03/05/2024
50 m²,Thỏa thuận,,,,,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Căn hộ chung cư tại đường Phú Thượng,"Đường Phú Thượng, Phường Phú Thượng, Tây Hồ, Hà Nội",03/05/2024
36 m²,4 tỷ,"3,9 m","2,9 m",,,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hoài Đức,Nhà riêng tại đường Kim Hoàng,"Đường Kim Hoàng, Xã Vân Canh, Hoài Đức, Hà Nội",03/05/2024
200 m²,88 tỷ,11 m,20 m,,,4 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại phố Mai Hắc Đế,"Phố Mai Hắc Đế, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",03/05/2024
94 m²,Thỏa thuận,,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại The Pride,"Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",03/05/2024
120 m²,69 tỷ,"6,5 m",30 m,,,2 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại đường Quang Trung,"Đường Quang Trung, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",03/05/2024
130 m²,58 triệu/m²,,,Tây - Nam,Đông - Bắc,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính,"Dự án Khu đô thị Trung Hòa - Nhân Chính, Quận Cầu Giấy, Hà Nội",03/05/2024
42 m²,"5,7 tỷ",4 m,3 m,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Xã Đàn,"Ngõ 360 Phố Xã Đàn, Phường Trung Phụng, Đống Đa, Hà Nội",03/05/2024
130 m²,"17,5 tỷ",12 m,4 m,,,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại đường Tư Đình,"Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội.",03/05/2024
46 m²,34 triệu/m²,,,Nam,Tây - Nam,,2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại HH3 Linh Đàm,"Dự án HH3 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",03/05/2024
112 m²,Thỏa thuận,5 m,5 m,,,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Vũ Xuân Thiều,"Đường Vũ Xuân Thiều, Phường Sài Đồng, Long Biên, Hà Nội",03/05/2024
295 m²,120 tỷ,5 m,7 m,Đông,Tây,1 tầng,1 phòng,1 phòng,Sổ đỏ,,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Nhật Chiêu,"Đường Nhật Chiêu, Phường Quảng An, Tây Hồ, Hà Nội",03/05/2024
55 m²,Thỏa thuận,"4,2 m",3 m,,,4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại phố Hồng Tiến,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",03/05/2024
45 m²,"5,8 tỷ",,,,,4 tầng,,,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Bắc Từ Liêm,Nhà riêng tại phố Trần Cung,"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",03/05/2024
96 m²,"4,5 tỷ",,,Đông - Bắc,Tây - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại CTM Building - 299 Cầu Giấy,"Dự án CTM 299 Cầu Giấy, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",03/05/2024
70 m²,10 tỷ,6 m,5 m,,,2 tầng,2 phòng,2 phòng,Sổ đỏ,,Hà Nội,Tây Hồ,Nhà riêng tại đường Nghi Tàm,"đường Nghi Tàm, Phường Yên Phụ, Tây Hồ, Hà Nội",03/05/2024
250 m²,160 tỷ,,,,,8 tầng,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại đường Lý Nam Đế,"Đường Lý Nam Đế, Phường Cửa Đông, Hoàn Kiếm, Hà Nội",03/05/2024
120 m²,22 triệu/m²,,,Tây - Nam,Tây - Nam,,3 phòng,2 phòng,Hợp đồng mua bán,,Hà Nội,Thanh Trì,Căn hộ chung cư tại Khu đô thị mới Cầu Bươu,"Dự án KĐTM Cầu Bươu, Xã Tân Triều, Thanh Trì, Hà Nội",03/05/2024
135 m²,69 tỷ,6 m,,,,3 tầng,,,Sổ đỏ/ Sổ hồng,Không nội thất,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại đường Trương Hán Siêu,"Đường Trương Hán Siêu, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",03/05/2024
95 m²,21 tỷ,,,,,7 tầng,21 phòng,21 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",03/05/2024
95 m²,4 tỷ,,,,,,2 phòng,2 phòng,,,Hà Nội,Long Biên,Căn hộ chung cư tại Bình Minh Garden,"Dự án Bình Minh Garden, Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội",03/05/2024
45 m²,11 tỷ,4 m,8 m,,,7 tầng,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà mặt phố tại đường Trần Đăng Ninh,"Đường Trần Đăng Ninh, Phường Hà Cầu, Hà Đông, Hà Nội",03/05/2024
60 m²,"11,5 tỷ","4,2 m",5 m,,,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại đường Nguyễn Văn Cừ,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",03/05/2024
135 m²,71 triệu/m²,,,Tây - Bắc,Đông - Nam,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Ba Đình,Căn hộ chung cư tại Lancaster Hà Nội,"Dự án Lancaster Hà Nội, Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",03/05/2024
105 m²,Thỏa thuận,,,,Đông - Nam,,3 phòng,2 phòng,,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Capital Elite,"Dự án Capital Elite, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",03/05/2024
120 m²,45 triệu/m²,,,Đông - Nam,Đông - Nam,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Long Biên,Căn hộ chung cư tại Khai Sơn City,"Dự án Khai Sơn City, Phường Ngọc Thụy, Long Biên, Hà Nội",03/05/2024
80 m²,"12,5 tỷ","5,4 m",5 m,,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Thụy,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",03/05/2024
60 m²,"4,9 tỷ",,,,,4 tầng,4 phòng,,,Nội thất cơ bản.,Hà Nội,Hà Đông,Nhà riêng tại đường Mậu Lương,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",03/05/2024
50 m²,"12,8 tỷ",5 m,8 m,,,5 tầng,4 phòng,4 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Hà Đông,Nhà mặt phố tại đường Trần Đăng Ninh,"Đường Trần Đăng Ninh, Phường Hà Cầu, Hà Đông, Hà Nội",03/05/2024
68 m²,"3,75 tỷ",,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại phố Nguyễn Ngọc Vũ,"137, Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024
61 m²,16 tỷ,4 m,6 m,Đông - Nam,Đông - Nam,7 tầng,5 phòng,7 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",03/05/2024
60 m²,"19,5 tỷ","4,2 m",10 m,,,4 tầng,4 phòng,4 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Hà Đông,Nhà mặt phố tại đường Lê Hồng Phong,"Đường Lê Hồng Phong, Phường Nguyễn Trãi, Hà Đông, Hà Nội",03/05/2024
75 m²,"13,9 tỷ","5,5 m",20 m,,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ tiện ích.,Hà Nội,Hoàng Mai,Nhà mặt phố tại đường Trương Định,"Đường Trương Định, Phường Giáp Bát, Hoàng Mai, Hà Nội",03/05/2024
327 m²,Thỏa thuận,,,Đông - Bắc,Tây - Nam,,5 phòng,5 phòng,Hợp đồng mua bán,Không nội thất,Hà Nội,Tây Hồ,Căn hộ chung cư tại Heritage West Lake,"Dự án Heritage West Lake, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",03/05/2024
67 m²,31 triệu/m²,,,Đông - Nam,Tây - Nam,,2 phòng,20 phòng,Hợp đồng mua bán,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại HH1 Linh Đàm,"Dự án HH1 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",03/05/2024
50 m²,Thỏa thuận,,,Nam,Bắc,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Xuân Mai Complex,"Dự án Xuân Mai Complex, Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",03/05/2024
"74,14 m²",Thỏa thuận,,,Tây - Bắc,Đông - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại The Pride,"Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",03/05/2024
38 m²,"5,2 tỷ","3,5 m","4,5 m",,,7 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đông Anh,Nhà riêng tại đường Ngọc Chi,"Đường Ngọc Chi, Xã Vĩnh Ngọc, Đông Anh, Hà Nội",03/05/2024
80 m²,"31,5 tỷ",6 m,15 m,,,4 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà mặt phố tại phố Nguyễn Khắc Nhu,"Phố Nguyễn Khắc Nhu, Phường Trúc Bạch, Ba Đình, Hà Nội",03/05/2024
109 m²,Thỏa thuận,,,,,,2 phòng,2 phòng,Sổ đỏ,,Hà Nội,Hoài Đức,Căn hộ chung cư tại Mailand Hanoi City,"Dự án Mailand Hanoi City, Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",03/05/2024
93 m²,6 tỷ,,,Tây - Bắc,Đông - Nam,,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes West Point,"Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",03/05/2024
142 m²,33 tỷ,8 m,8 m,,,5 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại phố Vạn Phúc,"Phố Vạn Phúc, Phường Liễu Giai, Ba Đình, Hà Nội",03/05/2024
100 m²,Thỏa thuận,,,,,,3 phòng,2 phòng,Sổ đỏ chính chủ.,"Tủ bếp, giường, tủ, điều hòa, nóng lạnh...",Hà Nội,Cầu Giấy,Căn hộ chung cư tại Green Park Tower,"Dự án Green Park Tower, Đường Dương Đình Nghệ, Phường Yên Hòa, Cầu Giấy, Hà Nội",03/05/2024
32 m²,5 tỷ,5 m,4 m,,,5 tầng,3 phòng,4 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại đường Ngô Quyền,"Đường Ngô Quyền, Phường La Khê, Hà Đông, Hà Nội",03/05/2024
42 m²,"6,5 tỷ","4,5 m",,,,5 tầng,4 phòng,4 phòng,,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại đường Chu Huy Mân,"Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội",03/05/2024
50 m²,Thỏa thuận,4 m,6 m,,,5 tầng,4 phòng,4 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại đường Chiến Thắng,"Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội",03/05/2024
36 m²,"6,75 tỷ",5 m,4 m,,,5 tầng,5 phòng,4 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại đường Lê Hồng Phong,"Đường Lê Hồng Phong, Phường Hà Cầu, Hà Đông, Hà Nội",03/05/2024
80 m²,Thỏa thuận,"4,65 m",,,,2 tầng,2 phòng,2 phòng,Sổ đỏ.,,Hà Nội,Long Biên,Nhà mặt phố tại đường Nguyễn Lam,"Đường Nguyễn Lam, Phường Việt Hưng, Long Biên, Hà Nội",03/05/2024
36 m²,"6,75 tỷ",5 m,4 m,,,5 tầng,5 phòng,4 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại đường Lê Hồng Phong,"Đường Lê Hồng Phong, Phường Hà Cầu, Hà Đông, Hà Nội",03/05/2024
80 m²,Thỏa thuận,"4,65 m",,,,2 tầng,2 phòng,2 phòng,Sổ đỏ.,,Hà Nội,Long Biên,Nhà mặt phố tại đường Nguyễn Lam,"Đường Nguyễn Lam, Phường Việt Hưng, Long Biên, Hà Nội",03/05/2024
112 m²,23 tỷ,,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Đội Cấn,"135, Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội",03/05/2024
220 m²,400 triệu/m²,10 m,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Võ Chí Công,"Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",03/05/2024
40 m²,"8,5 tỷ",,,,,,,,,,Hà Nội,Thanh Xuân,Nhà riêng tại đường Lê Trọng Tấn,"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",03/05/2024
32 m²,"3,65 tỷ","3,5 m",3 m,Tây - Bắc,Tây - Bắc,5 tầng,3 phòng,4 phòng,,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại đường Yên Lộ,"Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",03/05/2024
30 m²,Thỏa thuận,4 m,"2,5 m",Đông,,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Thanh Oai,Nhà riêng tại xã Bích Hòa,"Xã Bích Hòa, Huyện Thanh Oai, Hà Nội",03/05/2024
30 m²,"2,4 tỷ",4 m,"2,5 m",Đông - Bắc,,4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất,Hà Nội,Thanh Oai,Nhà riêng tại đường Thạch Bích,"Đường Thạch Bích, Xã Bích Hòa, Thanh Oai, Hà Nội",03/05/2024
77 m²,4 tỷ,,,Nam,Đông - Nam,,2 phòng,2 phòng,,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Feliz Homes,"Dự án Feliz Homes, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",03/05/2024
107 m²,"4,9 tỷ",,,Tây - Bắc,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội.",03/05/2024
40 m²,Thỏa thuận,4 m,,,,4 tầng,,,,,Hà Nội,Hà Đông,Nhà riêng tại đường Quang Trung,"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",29/04/2024
50 m²,Thỏa thuận,,,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại đường Phan Đình Giót,"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",03/05/2024
44 m²,"5,5 tỷ",,,,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",03/05/2024
400 m²,Thỏa thuận,,,,,,,,,,Hà Nội,Ba Đình,Căn hộ chung cư tại Grandeur Palace Giảng Võ,"Grandeur Palace, 138, Phố Giảng Võ, Phường Kim Mã, Ba Đình, Hà Nội",03/05/2024
95 m²,Thỏa thuận,,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",03/05/2024
45 m²,"7,9 tỷ",6 m,6 m,,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại đường Phan Đình Giót,"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",03/05/2024
43 m²,8 tỷ,,,,,5 tầng,5 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Hoàng Cầu,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",02/05/2024
48 m²,"8,7 tỷ",,,,,5 tầng,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Thanh Xuân,Nhà riêng tại phố Hạ Đình,"Phố Hạ Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội",02/05/2024
68 m²,"7,7 tỷ",,,,,4 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại phố Quan Nhân,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",02/05/2024
71 m²,Thỏa thuận,,,Tây - Bắc,Đông - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Handi Resco Lê Văn Lương,"Dự án Handi Resco Lê văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",03/05/2024
54 m²,"7,4 tỷ",,,,,5 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,"Full nội thất mới điều hoà nóng lạnh đủ cả tặng hết cho khách mua, chỉ việc mang quần áo đến ở.",Hà Nội,Thanh Xuân,Nhà riêng tại đường Khương Trung,"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",02/05/2024
80 m²,"25,9 tỷ",6 m,8 m,,,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại phố Trung Kính,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",03/05/2024
118 m²,"7,45 tỷ",,,Tây - Bắc,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Thanh Xuân Complex,"Thanh Xuân Complex, Số 6, Phố Lê Văn Thiêm, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",03/05/2024
140 m²,Thỏa thuận,,,Tây - Bắc,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ - Nội thất: Nhà mới 100% chưa ở. Nội thất nhập khẩu đồng bộ theo phong cách hiện đại, rất đẹp khách mua chỉ việc vào ở luôn.",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Viwaseen Tower,"Viwaseen Tower, 48, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",03/05/2024
151 m²,Thỏa thuận,,,,,,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Vimeco II - Nguyễn Chánh,"Dự án Vimeco II - Nguyễn Chánh, Đường Nguyễn Chánh, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024
54 m²,"8,7 tỷ",,,,,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Thanh Xuân,Nhà riêng tại đường Vương Thừa Vũ,"Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội",02/05/2024
102 m²,6 tỷ,,,Tây - Bắc,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại A10-A14 Nam Trung Yên,"Dự án A10-A14 Nam Trung Yên, Đường Nguyễn Chánh, Phường Yên Hòa, Cầu Giấy, Hà Nội",03/05/2024
"53,5 m²","2,15 tỷ",,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Khu đô thị Kim Văn - Kim Lũ (Golden Silk),"Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",02/05/2024
55 m²,12 tỷ,5 m,,,,5 tầng,5 phòng,,Sổ đỏ,,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",03/05/2024
"144,1 m²","7,35 tỷ",,,,,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Star Tower (Tòa tháp Ngôi Sao),"Dự án Star Tower, Đường Dương Đình Nghệ, Phường Yên Hòa, Cầu Giấy, Hà Nội",03/05/2024
91 m²,36 triệu/m²,,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Hồ Gươm Plaza,"Dự án Hồ Gươm Plaza, Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",03/05/2024
110 m²,"5,5 tỷ",,,Tây - Nam,Đông - Bắc,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024
33 m²,"5,5 tỷ","3,5 m",,,,5 tầng,,,Sổ đỏ,,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Kim Ngưu,"Ngõ 203, Đường Kim Ngưu, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",03/05/2024
56 m²,Thỏa thuận,,,Đông - Nam,Tây - Bắc,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hà Đông,Căn hộ chung cư tại The Sparks,"Dự án The Sparks, Phường Dương Nội, Hà Đông, Hà Nội",03/05/2024
33 m²,"2,75 tỷ","3,3 m",2 m,Đông,Nam,5 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Trì,Nhà riêng tại đường Huỳnh Cung,"Đường Huỳnh Cung, Xã Tam Hiệp, Thanh Trì, Hà Nội",03/05/2024
90 m²,48 triệu/m²,,,Tây - Nam,Đông - Bắc,,3 phòng,2 phòng,Sổ hồng.,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Licogi 13 Tower,"Dự án Licogi 13 Tower, Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội",03/05/2024
60 m²,"29,8 tỷ","5,2 m",,,,5 tầng,,,Sổ đỏ,,Hà Nội,Cầu Giấy,Nhà mặt phố tại phố Trần Quốc Hoàn,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",03/05/2024
50 m²,"3,6 tỷ",5 m,,,,,,,,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Lĩnh Nam,"Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",03/05/2024
105 m²,5 tỷ,,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Green Park Tower,"Dự án Green Park Tower, Đường Dương Đình Nghệ, Phường Yên Hòa, Cầu Giấy, Hà Nội",03/05/2024
146 m²,"7,5 tỷ",,,Đông - Nam,,,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Căn hộ chung cư tại Tòa nhà 101 Láng Hạ,"Dự án 101 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",03/05/2024
120 m²,"30,5 tỷ",25 m,30 m,,,6 tầng,5 phòng,6 phòng,Sổ đỏ,Cơ bản,Hà Nội,Hà Đông,Nhà mặt phố tại La Casta Văn Phú,"Dự án La Casta Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",03/05/2024
