Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng,Số toilet,Hướng nhà,Hướng ban công
138 m²,"6,5 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Hà Nội Paragon,"Dự án Hà Nội Paragon, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",03/05/2024,2 phòng,Tây - Bắc,Đông - Nam
38 m²,"2,1 tỷ",,,,1 phòng,,,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Vinhomes D'Capitale,"Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",22/04/2024,1 phòng,,
32 m²,Thỏa thuận,12 m,8 m,6 tầng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại đường Mỗ Lao,"Đường Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội",03/05/2024,6 phòng,Tây - Bắc,Tây - Bắc
45 m²,Thỏa thuận,5 m,4 m,3 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại phố Vạn Phúc,"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",03/05/2024,3 phòng,Đông - Bắc,Đông - Bắc
"124,5 m²","8,7 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Chung cư Ban cơ yếu Chính phủ,"Dự án Chung cư Ban cơ yếu Chính phủ, Phường Nhân Chính, Thanh Xuân, Hà Nội",06/05/2024,2 phòng,,
45 m²,"8,5 tỷ",6 m,6 m,6 tầng,4 phòng,Sổ đỏ/ Sổ hồng.,Nội thất nhập khẩu nổi tiếng.,Hà Nội,Long Biên,Nhà riêng tại đường Nguyễn Sơn,"Đường Nguyễn Sơn, Phường Gia Thụy, Long Biên, Hà Nội",01/05/2024,5 phòng,,
45 m²,Thỏa thuận,,7 m,7 tầng,,Sổ đỏ.,,Hà Nội,Long Biên,Nhà riêng tại đường Nguyễn Sơn,"Đường Nguyễn Sơn, Phường Gia Thụy, Long Biên, Hà Nội",06/05/2024,,,
40 m²,"6,85 tỷ",4 m,5 m,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Long Biên,Nhà riêng tại phố Hồng Tiến,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",06/05/2024,4 phòng,,
161 m²,Thỏa thuận,,,,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Hà Nội,Thanh Xuân,Căn hộ chung cư tại BRG Diamond Residence,"BRG Diamond Residence, 25, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",06/05/2024,3 phòng,Tây - Bắc,Đông - Nam
35 m²,"4,25 tỷ","4,5 m",5 m,5 tầng,3 phòng,Sổ đỏ,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại phố Hồng Tiến,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",29/04/2024,4 phòng,,
90 m²,14 tỷ,,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Vũ Xuân Thiều,"SN 17 ngõ 195/3, Đường Vũ Xuân Thiều, Phường Sài Đồng, Long Biên, Hà Nội",06/05/2024,4 phòng,Tây,Tây
"98,3 m²","4,8 tỷ",,,,3 phòng,Đang chờ sổ,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Chung cư CT5-CT6 Lê Đức Thọ,"Dự án CT5-CT6 Lê Đức Thọ, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",03/05/2024,2 phòng,Đông - Bắc,Tây - Nam
138 m²,"4,9 tỷ",,,,3 phòng,Sổ hồng,Cơ bản chủ đầu tư,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Việt Đức Complex,"Việt Đức Complex, 39, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",02/05/2024,2 phòng,Đông - Nam,Đông - Bắc
"186,5 m²",Thỏa thuận,,,,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ Nội thất để lại toàn bộ (ảnh minh hoạ).,Hà Nội,Thanh Xuân,Căn hộ chung cư tại The Legend Tower 109 Nguyễn Tuân,"Legend Tower 109 Nguyễn Tuân, 109, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",02/05/2024,2 phòng,,Đông - Nam
30 m²,"1,65 tỷ",,,,1 phòng,,Đầy đủ,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",26/04/2024,1 phòng,,
66 m²,3 tỷ,,,,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hoài Đức,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",03/05/2024,2 phòng,Tây - Bắc,Đông - Nam
94 m²,"3,9 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ. - Nội thất full đồ.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại CT2 Xuân Phương,"Dự án CT2 Xuân Phương, Phường Xuân Phương, Nam Từ Liêm, Hà Nội.",30/04/2024,2 phòng,Đông - Bắc,Tây - Nam
31 m²,"3,85 tỷ","3,6 m",3 m,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Ái Mộ,"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",04/05/2024,3 phòng,,
30 m²,"4,05 tỷ","3,5 m",,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại phố Thanh Đàm,"Phố Thanh Đàm, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",04/05/2024,4 phòng,,
31 m²,"3,85 tỷ","3,6 m",3 m,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Ái Mộ,"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",04/05/2024,3 phòng,,
30 m²,"4,05 tỷ","3,5 m",,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại phố Thanh Đàm,"Phố Thanh Đàm, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",04/05/2024,4 phòng,,
105 m²,"4,5 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Khu đô thị Mỹ Đình Sông Đà - Sudico,"Dự án Sudico Mỹ Đình, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",02/05/2024,2 phòng,,
66 m²,Thỏa thuận,,,,2 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",26/04/2024,2 phòng,,
80 m²,20 tỷ,6 m,,4 tầng,4 phòng,,,Hà Nội,Cầu Giấy,Nhà riêng tại phố Trần Quốc Hoàn,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",06/05/2024,4 phòng,,
70 m²,"2,98 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Trì,Căn hộ chung cư tại Tecco Diamond,"Dự án Tecco Diamond, Xã Tứ Hiệp, Thanh Trì, Hà Nội",26/04/2024,2 phòng,,
33 m²,"3,1 tỷ",,,3 tầng,,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Nguyễn Khoái,"Đường Nguyễn Khoái, Phường Thanh Trì, Hoàng Mai, Hà Nội",06/05/2024,,,
81 m²,"3,58 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Trì,Căn hộ chung cư tại Tecco Diamond,"Dự án Tecco Diamond, Xã Tứ Hiệp, Thanh Trì, Hà Nội",26/04/2024,2 phòng,,
70 m²,"2,85 tỷ",,,,2 phòng,Hợp đồng mua bán,Đầy đủ.,Hà Nội,Thanh Trì,Căn hộ chung cư tại Tecco Diamond,"Dự án Tecco Diamond, Xã Tứ Hiệp, Thanh Trì, Hà Nội",26/04/2024,2 phòng,Đông - Nam,Tây - Bắc
60 m²,"2,4 tỷ",,,,2 phòng,,Đầy đủ,Hà Nội,Gia Lâm,Căn hộ chung cư tại The Pavilion - Vinhomes Ocean Park,"Dự án The Pavilion - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội",08/04/2024,2 phòng,Đông - Nam,Đông - Nam
55 m²,"23,9 tỷ","4,2 m",5 m,6 tầng,8 phòng,SĐCC - Pháp lý sạch,Nội thất cao cấp,Hà Nội,Tây Hồ,Nhà mặt phố tại phố Yên Hoa,"Phố Yên Hoa, Phường Yên Phụ, Tây Hồ, Hà Nội",04/05/2024,5 phòng,,
70 m²,"2,55 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Gia Lâm,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",22/04/2024,2 phòng,,
20 m²,18 tỷ,,,6 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Hàng Vôi,"Phố Hàng Vôi, Phường Lý Thái Tổ, Hoàn Kiếm, Hà Nội",06/05/2024,5 phòng,,
360 m²,255 triệu/m²,,,8 tầng,50 phòng,,,Hà Nội,Tây Hồ,Nhà riêng tại đường Võ Chí Công,"Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",06/05/2024,,,
"55,2 m²","1,99 tỷ",,,,1 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,Hà Nội,Gia Lâm,Căn hộ chung cư tại The Zenpark,"Dự án The Zenpark, Đường Đông Dư, Xã Dương Xá, Gia Lâm, Hà Nội",06/05/2024,1 phòng,Đông - Bắc,
"89,7 m²",Thỏa thuận,,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Gia Lâm,Căn hộ chung cư tại The Zenpark,"Dự án The Zenpark, Đường Đông Dư, Xã Dương Xá, Gia Lâm, Hà Nội",06/05/2024,2 phòng,Đông - Bắc,Tây - Nam
250 m²,Thỏa thuận,8 m,,9 tầng,,,,Hà Nội,Tây Hồ,Nhà riêng tại đường Xuân La,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",06/05/2024,,,
"30,9 m²",Thỏa thuận,,,,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Gia Lâm,Căn hộ chung cư tại The Zurich - Vinhomes Ocean Park,"Dự án The Zurich - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",06/05/2024,1 phòng,Đông - Nam,Tây - Bắc
80 m²,Thỏa thuận,"4,7 m",,5 tầng,5 phòng,Sổ đỏ chính chủ.,,Hà Nội,Cầu Giấy,Nhà riêng tại phố Trần Bình,"Phố Trần Bình, Phường Mai Dịch, Cầu Giấy, Hà Nội",06/05/2024,5 phòng,,
600 m²,Thỏa thuận,,,12 tầng,,,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Duy Tân,"Đường Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",06/05/2024,,,
80 m²,Thỏa thuận,"4,7 m",,5 tầng,5 phòng,Sổ đỏ chính chủ.,,Hà Nội,Cầu Giấy,Nhà riêng tại phố Trần Bình,"Phố Trần Bình, Phường Mai Dịch, Cầu Giấy, Hà Nội",06/05/2024,5 phòng,,
600 m²,Thỏa thuận,,,12 tầng,,,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Duy Tân,"Đường Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",06/05/2024,,,
75 m²,"19,5 tỷ",7 m,"13,5 m",5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Long Biên,Nhà mặt phố tại đường Kim Quan Thượng,"Đường Kim Quan Thượng, Phường Gia Thụy, Long Biên, Hà Nội",03/05/2024,3 phòng,Đông - Bắc,Đông - Bắc
"55,6 m²","3,2 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Trì,Căn hộ chung cư tại Eco Green City,"Dự án Eco Green City, Huyện Thanh Trì, Hà Nội",03/05/2024,1 phòng,Đông - Nam,Tây - Bắc
120 m²,75 triệu/m²,,,,3 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Thanh Xuân,Căn hộ chung cư tại BRG Diamond Residence,"Dự án BRG Diamond Residence, 25 Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",03/05/2024,2 phòng,Đông - Bắc,Tây - Nam
54 m²,"2,35 tỷ",,,,2 phòng,"- Nhà sẵn sổ đỏ giao dịch, có gia lộc cho khách thiện chí.","Thiết kế tối ưu, tối đa công năng sử dụng, ban công rộng rãi, thoáng mát.",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",02/05/2024,1 phòng,,
100 m²,5 tỷ,,,,3 phòng,Hợp đồng mua bán,,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Pandora 53 Triều Khúc,"Dự án Pandora 53 Triều Khúc, Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",06/05/2024,2 phòng,,
61 m²,"2,4 tỷ",,,,2 phòng,,Nội thất đầy đủ thiếu đồ điện tử.,Hà Nội,Long Biên,Căn hộ chung cư tại Valencia Garden,"Dự án Valencia Garden, Đường Đào Văn Tập, Phường Đức Giang, Long Biên, Hà Nội",06/05/2024,1 phòng,Đông - Nam,
126 m²,Thỏa thuận,,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Căn hộ chung cư tại Khu đô thị Việt Hưng,"Đường Nguyễn Cao Luyện, Phường Đức Giang, Long Biên, Hà Nội",23/04/2024,2 phòng,Tây - Nam,
61 m²,"2,4 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,Hà Nội,Long Biên,Căn hộ chung cư tại Valencia Garden,"Dự án Valencia Garden, Phường Đức Giang, Long Biên, Hà Nội",03/05/2024,2 phòng,Đông - Nam,Tây - Bắc
76 m²,"2,4 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Long Biên,Căn hộ chung cư tại Khu đô thị Việt Hưng,"Dự án Việt Hưng, Đường Vạn Hạnh, Phường Giang Biên, Long Biên, Hà Nội",03/05/2024,2 phòng,,
150 m²,7 tỷ,,,,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Golden Land,"Dự án Golden Land, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",06/05/2024,2 phòng,,Đông - Nam
43 m²,Thỏa thuận,,,,1 phòng,Hợp đồng mua bán,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Imperia Sola Park,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",06/05/2024,1 phòng,Tây - Nam,Đông - Bắc
68 m²,"4,75 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại N04A Ngoại Giao Đoàn,"Dự án N04A Ngoại Giao Đoàn, Đường Hoàng Minh Thảo, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",06/05/2024,2 phòng,Bắc,Nam
33 m²,"4,9 tỷ",,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Thanh Xuân,Nhà riêng tại đường Khương Đình,"Đường Khương Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội",02/05/2024,4 phòng,,
41 m²,"6,85 tỷ",4 m,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Bùi Xương Trạch,"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",05/05/2024,3 phòng,,
31 m²,"3,8 tỷ","4,6 m",,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Bát Khối,"Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội",03/05/2024,4 phòng,,
40 m²,"16,8 tỷ",,,8 tầng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Liên Cơ,"Đường Liên Cơ, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",06/05/2024,,,
47 m²,"12,5 tỷ","4,3 m",,4 tầng,,Có sổ.,,Hà Nội,Hoàng Mai,Nhà mặt phố tại phường Hoàng Văn Thụ,"Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",06/05/2024,,,
75 m²,12 tỷ,,,7 tầng,21 phòng,"+ Sổ đỏ chính chủ, pháp lý sạch.",Đầy đủ.,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Mỹ Đình,"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",06/05/2024,21 phòng,,
75 m²,12 tỷ,,,7 tầng,21 phòng,"+ Sổ đỏ chính chủ, pháp lý sạch.",Đầy đủ.,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Mỹ Đình,"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",06/05/2024,21 phòng,,
50 m²,"16,8 tỷ",5 m,,8 tầng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Huy Du,"Đường Huy Du, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",06/05/2024,7 phòng,Đông - Nam,
50 m²,"10,9 tỷ",,,6 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Lương Khánh Thiện,"Đường Lương Khánh Thiện, Phường Tân Mai, Hoàng Mai, Hà Nội",06/05/2024,5 phòng,,
"646,5 m²","3,5 tỷ",9 m,10 m,,,Sổ đỏ/ Sổ hồng.,,Hà Nội,Ba Vì,Nhà mặt phố tại đường Tản Lĩnh,"Đường số 20 Ké Mới Tản Lĩnh, Xã Tản Lĩnh, Ba Vì, Hà Nội",06/05/2024,,Đông - Nam,
35 m²,"4,3 tỷ","3,5 m",3 m,5 tầng,3 phòng,"Sổ đỏ chính chủ, Công chứng trong ngày.",Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Hữu Hưng,"Đường Hữu Hưng, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",06/05/2024,4 phòng,,
40 m²,"3,5 tỷ",,,5 tầng,3 phòng,,,Hà Nội,Thanh Trì,Nhà riêng tại đường Cộng Hòa,"Đường Cộng Hòa, Xã Hữu Hòa, Thanh Trì, Hà Nội",06/05/2024,,,
82 m²,"10,9 tỷ","5,5 m",40 m,1 tầng,1 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Long Biên,Nhà mặt phố tại đường Ngô Gia Tự,"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",06/05/2024,1 phòng,Đông - Nam,Đông - Nam
120 m²,58 triệu/m²,,,,3 phòng,Hợp đồng mua bán,"Full nội thất liền tường, điều hoà âm trần, nội thất gỗ lim toàn bộ, sang xịn mịn.",Hà Nội,Long Biên,Căn hộ chung cư tại HC Golden City,"Dự án HC Golden City, Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",06/05/2024,2 phòng,Đông - Bắc,Đông - Nam
50 m²,Thỏa thuận,,,7 tầng,5 phòng,SĐ,,Hà Nội,Cầu Giấy,Nhà riêng tại đường Trương Công Giai,"Đường Trương Công Giai, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,7 phòng,,
47 m²,"6,5 tỷ","3,7 m","3,5 m",5 tầng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Thịnh Liệt,"Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",01/05/2024,4 phòng,,
300 m²,76 tỷ,"8,7 m",10 m,2 tầng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Hà Nội,Ba Đình,Nhà riêng tại phố Ngọc Khánh,"Phố Ngọc Khánh, Phường Ngọc Khánh, Ba Đình, Hà Nội",06/05/2024,2 phòng,,
84 m²,"6,2 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Zei Mỹ Đình,"Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",06/05/2024,2 phòng,Đông - Nam,Nam
107 m²,"4,65 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Nôi thất cơ bản.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại C14 - Bộ Công An,"Dự án C14 - Bộ Công An, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",06/05/2024,2 phòng,,
30 m²,"4,05 tỷ",,,5 tầng,3 phòng,,,Hà Nội,Hoàng Mai,Nhà riêng tại phố Thanh Đàm,"Phố Thanh Đàm, Phường Thanh Trì, Hoàng Mai, Hà Nội",02/05/2024,4 phòng,,
126 m²,"25,2 tỷ","10,52 m",4 m,2 tầng,2 phòng,+ Sổ đỏ chính chủ vuông đẹp.,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Lương Thế Vinh,"Đường Lương Thế Vinh, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",06/05/2024,2 phòng,,
76 m²,"18,6 tỷ",5 m,"4,5 m",5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại phố Trần Bình,"Ngõ 58, Phố Trần Bình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",06/05/2024,6 phòng,Tây,Tây
32 m²,"4,45 tỷ",,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Nam Dư,"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",05/05/2024,4 phòng,,
148 m²,"9,6 tỷ",,,,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại Udic Westlake,"Dự án Udic Westlake, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",06/05/2024,2 phòng,,Đông - Nam
45 m²,"4,45 tỷ",,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Vĩnh Hưng,"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",02/05/2024,4 phòng,,
48 m²,"12,5 tỷ",4 m,5 m,5 tầng,6 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà riêng tại phố Phạm Tuấn Tài,"Phố Phạm Tuấn Tài, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,5 phòng,Bắc,Bắc
45 m²,"4,45 tỷ",,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Vĩnh Hưng,"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",02/05/2024,4 phòng,,
48 m²,"12,5 tỷ",4 m,5 m,5 tầng,6 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà riêng tại phố Phạm Tuấn Tài,"Phố Phạm Tuấn Tài, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,5 phòng,Bắc,Bắc
30 m²,"4,5 tỷ","2,5 m",3 m,5 tầng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà riêng tại đường Trích Sài,"Đường Trích Sài, Phường Bưởi, Tây Hồ, Hà Nội",06/05/2024,3 phòng,,
"61,5 m²","3,85 tỷ",,,,2 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Iris Garden,"Dự án Iris Garden, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",04/05/2024,2 phòng,,
40 m²,"16,8 tỷ",5 m,7 m,8 tầng,6 phòng,,,Hà Nội,Nam Từ Liêm,Nhà riêng tại phường Cầu Diễn,"Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",06/05/2024,7 phòng,Đông - Nam,Đông - Nam
46 m²,"13,8 tỷ",5 m,,6 tầng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Đống Đa,Nhà riêng tại phố Xã Đàn,"Phố Xã Đàn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",06/05/2024,,,
106 m²,"9,05 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Chung cư The Nine,"Dự án The Nine, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,,Đông - Nam
65 m²,22 tỷ,"5,8 m",,5 tầng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại phố Trần Quốc Hoàn,"Phố Trần Quốc Hoàn, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",06/05/2024,,,
48 m²,"12,5 tỷ","3,9 m",,7 tầng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Nhà mặt phố tại đường Phú Diễn,"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",06/05/2024,,,
382 m²,320 tỷ,,,9 tầng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Xuân Thủy,"Đường Xuân Thủy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,8 phòng,,
43 m²,"1,7 tỷ",,"4,5 m",1 tầng,1 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Chương Mỹ,Nhà riêng tại thị trấn Chúc Sơn,"Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội",06/05/2024,1 phòng,Đông - Nam,
