Quận,Loại nhà,Diện tích (m²),Mức giá (tỷ),Số phòng ngủ,Số toilet,Loại Nhà (mã hóa),Quận (mã hóa),Khoảng giá,Mức giá (triệu/m²)
Tây Hồ,Căn hộ chung cư,91.0,6.0,1,2,0,21,1,65.93406593406593
Hà Đông,Căn hộ chung cư,58.0,2.0,2,1,0,9,0,34.48275862068966
Tây Hồ,Nhà riêng,55.0,10.3,8,6,2,21,2,187.27272727272728
Tây Hồ,Căn hộ chung cư,76.0,4.2,2,2,0,21,1,55.26315789473684
Nam Từ Liêm,Nhà riêng,112.0,12.0,3,3,2,12,2,107.14285714285714
Tây Hồ,Căn hộ chung cư,84.0,4.9,3,2,0,21,1,58.333333333333336
Đống Đa,Nhà riêng,58.0,10.0,4,4,2,24,2,172.41379310344828
Hai Bà Trưng,Căn hộ chung cư,86.0,5.2,2,2,0,5,1,60.46511627906977
Cầu Giấy,Căn hộ chung cư,75.0,5.0,2,2,0,3,1,66.66666666666667
Nam Từ Liêm,Căn hộ chung cư,136.0,6.8,4,2,0,12,1,50.0
Tây Hồ,Căn hộ chung cư,93.0,5.2,3,2,0,21,1,55.913978494623656
Thanh Xuân,Nhà riêng,53.0,7.9,9,9,2,18,1,149.0566037735849
Bắc Từ Liêm,Nhà riêng,40.0,4.2,3,3,2,1,1,105.0
Thanh Xuân,Nhà riêng,35.0,6.5,4,4,2,18,1,185.71428571428572
Hai Bà Trưng,Căn hộ chung cư,80.0,5.5,2,2,0,5,1,68.75
Nam Từ Liêm,Căn hộ chung cư,82.0,5.1,3,2,0,12,1,62.19512195121951
Hai Bà Trưng,Căn hộ chung cư,75.0,4.99,2,2,0,5,1,66.53333333333333
Hoàng Mai,Nhà riêng,33.0,4.95,5,3,2,8,1,150.0
Hà Đông,Nhà mặt phố,33.0,10.0,3,4,1,9,2,303.030303030303
Hoàng Mai,Nhà riêng,268.0,33.0,2,2,2,8,2,123.13432835820896
Hai Bà Trưng,Căn hộ chung cư,83.0,5.4,2,2,0,5,1,65.06024096385542
Hà Đông,Nhà riêng,44.0,5.6,5,4,2,9,1,127.27272727272727
Hà Đông,Căn hộ chung cư,68.0,2.5,2,2,0,9,1,36.76470588235294
Thanh Xuân,Nhà riêng,35.0,5.3,3,4,2,18,1,151.42857142857142
Hà Đông,Căn hộ chung cư,105.0,5.6,3,2,0,9,1,53.333333333333336
Cầu Giấy,Nhà riêng,38.0,5.5,3,4,2,3,1,144.73684210526315
Hà Đông,Căn hộ chung cư,139.0,7.0,3,2,0,9,1,50.35971223021583
Thanh Trì,Nhà riêng,41.0,4.8,6,4,2,17,1,117.07317073170732
Thanh Xuân,Nhà riêng,35.0,6.8,4,4,2,18,1,194.28571428571428
Ba Đình,Nhà mặt phố,600.0,135.0,5,5,1,0,3,225.0
Hà Đông,Nhà riêng,40.0,4.65,4,4,2,9,1,116.25
Long Biên,Căn hộ chung cư,101.0,4.95,3,2,0,10,1,49.00990099009901
Ba Đình,Nhà riêng,160.0,38.0,5,5,2,0,2,237.5
Thanh Xuân,Nhà riêng,42.0,10.5,4,4,2,18,2,250.0
Thanh Trì,Nhà riêng,40.0,3.95,4,3,2,17,1,98.75
Cầu Giấy,Căn hộ chung cư,65.0,3.8,2,2,0,3,1,58.46153846153846
Long Biên,Nhà riêng,114.0,22.0,9,9,2,10,2,192.98245614035088
Thanh Xuân,Nhà riêng,31.0,6.3,3,4,2,18,1,203.2258064516129
Cầu Giấy,Nhà riêng,38.0,5.5,3,4,2,3,1,144.73684210526315
Thanh Xuân,Nhà riêng,40.0,5.8,6,5,2,18,1,145.0
Hà Đông,Nhà riêng,34.0,3.35,3,4,2,9,1,98.52941176470588
Hoàng Mai,Nhà riêng,38.0,4.2,4,3,2,8,1,110.52631578947368
Nam Từ Liêm,Căn hộ chung cư,50.0,2.1,2,1,0,12,1,42.0
Tây Hồ,Căn hộ chung cư,50.0,1.28,2,1,0,21,0,25.6
Hà Đông,Nhà riêng,34.0,4.2,3,3,2,9,1,123.52941176470588
Thanh Xuân,Nhà riêng,45.0,6.2,4,4,2,18,1,137.77777777777777
Nam Từ Liêm,Nhà riêng,42.0,7.7,11,11,2,12,1,183.33333333333334
Hà Đông,Nhà riêng,35.0,5.03,4,3,2,9,1,143.71428571428572
Thanh Xuân,Căn hộ chung cư,59.0,0.8,2,2,0,18,0,13.559322033898304
Nam Từ Liêm,Căn hộ chung cư,114.0,7.9,3,2,0,12,1,69.29824561403508
Hà Đông,Nhà riêng,38.0,3.93,4,4,2,9,1,103.42105263157895
Nam Từ Liêm,Căn hộ chung cư,87.0,5.6,2,2,0,12,1,64.36781609195403
Đống Đa,Nhà riêng,25.0,6.8,3,5,2,24,1,272.0
Nam Từ Liêm,Nhà riêng,47.0,9.5,11,11,2,12,1,202.12765957446808
Ba Đình,Nhà riêng,33.0,5.9,3,4,2,0,1,178.78787878787878
Hoài Đức,Nhà riêng,34.0,3.2,4,4,2,6,1,94.11764705882354
Ba Đình,Căn hộ chung cư,66.0,5.7,2,2,0,0,1,86.36363636363636
Cầu Giấy,Căn hộ chung cư,80.0,3.5,2,2,0,3,1,43.75
Đống Đa,Nhà riêng,65.0,15.3,5,6,2,24,2,235.3846153846154
Thanh Xuân,Nhà riêng,38.0,4.0,4,3,2,18,1,105.26315789473684
Đống Đa,Nhà riêng,42.0,10.8,5,5,2,24,2,257.14285714285717
Nam Từ Liêm,Căn hộ chung cư,78.0,4.3,2,2,0,12,1,55.12820512820513
Hà Đông,Nhà riêng,63.0,9.0,4,3,2,9,1,142.85714285714286
Long Biên,Nhà riêng,32.0,3.95,3,4,2,10,1,123.4375
Nam Từ Liêm,Nhà riêng,33.0,3.68,4,4,2,12,1,111.51515151515152
Hai Bà Trưng,Căn hộ chung cư,90.0,5.8,2,2,0,5,1,64.44444444444444
Hoàng Mai,Nhà riêng,50.0,9.0,4,3,2,8,1,180.0
Bắc Từ Liêm,Căn hộ chung cư,60.0,3.25,2,2,0,1,1,54.166666666666664
Hà Đông,Căn hộ chung cư,62.0,2.55,2,2,0,9,1,41.12903225806452
Bắc Từ Liêm,Căn hộ chung cư,67.0,4.15,2,2,0,1,1,61.940298507462686
Bắc Từ Liêm,Căn hộ chung cư,78.0,4.15,2,2,0,1,1,53.205128205128204
Hoàn Kiếm,Nhà mặt phố,95.0,68.0,2,3,1,7,3,715.7894736842105
Ba Đình,Căn hộ chung cư,110.0,15.0,3,2,0,0,2,136.36363636363637
Nam Từ Liêm,Nhà mặt phố,44.0,16.7,6,5,1,12,2,379.54545454545456
Ba Đình,Căn hộ chung cư,55.0,6.3,1,1,0,0,1,114.54545454545455
Thanh Xuân,Căn hộ chung cư,85.0,4.6,2,2,0,18,1,54.11764705882353
Hà Đông,Căn hộ chung cư,46.0,1.74,2,1,0,9,0,37.82608695652174
Nam Từ Liêm,Căn hộ chung cư,77.0,3.9,2,2,0,12,1,50.64935064935065
Hoàng Mai,Nhà riêng,43.0,5.3,3,4,2,8,1,123.25581395348837
Thanh Xuân,Căn hộ chung cư,70.0,3.6,3,2,0,18,1,51.42857142857143
Gia Lâm,Căn hộ chung cư,47.0,1.65,1,1,0,4,0,35.1063829787234
Hai Bà Trưng,Nhà riêng,60.0,8.25,3,3,2,5,1,137.5
Cầu Giấy,Nhà mặt phố,55.0,22.0,8,5,1,3,2,400.0
Thanh Trì,Căn hộ chung cư,78.0,2.89,2,2,0,17,1,37.05128205128205
Thanh Xuân,Căn hộ chung cư,52.0,0.765,2,2,0,18,0,14.711538461538462
Nam Từ Liêm,Nhà riêng,38.0,5.1,4,3,2,12,1,134.21052631578948
Gia Lâm,Căn hộ chung cư,68.0,2.3,2,2,0,4,1,33.8235294117647
Nam Từ Liêm,Căn hộ chung cư,54.0,4.95,2,2,0,12,1,91.66666666666667
Tây Hồ,Căn hộ chung cư,85.0,5.8,3,2,0,21,1,68.23529411764706
Nam Từ Liêm,Căn hộ chung cư,61.0,3.0,2,1,0,12,1,49.18032786885246
Gia Lâm,Căn hộ chung cư,60.0,2.0,2,1,0,4,0,33.333333333333336
Tây Hồ,Căn hộ chung cư,110.0,12.9,3,2,0,21,2,117.27272727272727
Cầu Giấy,Căn hộ chung cư,91.0,4.25,2,2,0,3,1,46.7032967032967
Hà Đông,Căn hộ chung cư,82.0,3.2,3,2,0,9,1,39.02439024390244
Nam Từ Liêm,Nhà riêng,155.0,35.0,37,37,2,12,2,225.80645161290323
Tây Hồ,Nhà riêng,50.0,12.5,5,5,2,21,2,250.0
Nam Từ Liêm,Căn hộ chung cư,114.0,7.0,3,2,0,12,1,61.40350877192982
Hai Bà Trưng,Căn hộ chung cư,67.0,5.45,2,2,0,5,1,81.34328358208955
Cầu Giấy,Căn hộ chung cư,101.0,6.5,3,2,0,3,1,64.35643564356435
Cầu Giấy,Nhà mặt phố,50.0,17.5,13,7,1,3,2,350.0
Nam Từ Liêm,Căn hộ chung cư,65.0,4.0,2,2,0,12,1,61.53846153846154
Đống Đa,Nhà riêng,22.0,2.5,1,1,2,24,1,113.63636363636364
Tây Hồ,Nhà riêng,47.0,4.3,3,3,2,21,1,91.48936170212765
Hà Đông,Nhà riêng,44.0,5.9,3,3,2,9,1,134.0909090909091
Nam Từ Liêm,Căn hộ chung cư,80.0,3.9,2,2,0,12,1,48.75
Hai Bà Trưng,Nhà mặt phố,50.0,35.0,6,6,1,5,2,700.0
Long Biên,Căn hộ chung cư,120.0,6.83,3,2,0,10,1,56.916666666666664
Long Biên,Nhà riêng,120.0,13.5,4,4,2,10,2,112.5
Cầu Giấy,Căn hộ chung cư,60.0,3.0,2,1,0,3,1,50.0
Long Biên,Nhà mặt phố,170.0,46.5,3,6,1,10,2,273.52941176470586
Hoài Đức,Căn hộ chung cư,109.0,4.5,3,2,0,6,1,41.28440366972477
Hà Đông,Nhà mặt phố,100.0,35.0,2,1,1,9,2,350.0
Nam Từ Liêm,Nhà riêng,35.0,3.9,4,4,2,12,1,111.42857142857143
Hà Đông,Nhà riêng,50.0,8.6,5,4,2,9,1,172.0
Thanh Xuân,Nhà riêng,45.0,10.5,11,11,2,18,2,233.33333333333334
Hà Đông,Nhà riêng,50.0,10.8,4,4,2,9,2,216.0
Tây Hồ,Nhà riêng,108.0,15.2,4,3,2,21,2,140.74074074074073
Bắc Từ Liêm,Nhà riêng,35.0,3.0,4,3,2,1,1,85.71428571428571
Tây Hồ,Nhà mặt phố,111.0,48.9,5,4,1,21,2,440.5405405405405
Nam Từ Liêm,Căn hộ chung cư,49.0,4.0,1,1,0,12,1,81.63265306122449
Gia Lâm,Căn hộ chung cư,60.0,2.1,2,1,0,4,1,35.0
Nam Từ Liêm,Căn hộ chung cư,63.0,5.0,2,2,0,12,1,79.36507936507937
Hà Đông,Căn hộ chung cư,60.0,2.28,2,1,0,9,1,38.0
Nam Từ Liêm,Căn hộ chung cư,98.0,5.2,3,2,0,12,1,53.06122448979592
Bắc Từ Liêm,Nhà riêng,32.0,4.0,3,3,2,1,1,125.0
Long Biên,Nhà mặt phố,66.0,7.5,2,2,1,10,1,113.63636363636364
Cầu Giấy,Căn hộ chung cư,148.0,6.78,4,4,0,3,1,45.810810810810814
Thanh Xuân,Căn hộ chung cư,97.0,6.0,3,2,0,18,1,61.855670103092784
Hà Đông,Căn hộ chung cư,130.0,4.71,3,2,0,9,1,36.23076923076923
Long Biên,Nhà riêng,40.0,3.9,6,4,2,10,1,97.5
Gia Lâm,Căn hộ chung cư,60.0,2.0,2,1,0,4,0,33.333333333333336
Gia Lâm,Căn hộ chung cư,47.0,1.59,1,1,0,4,0,33.829787234042556
Gia Lâm,Căn hộ chung cư,70.0,2.4,2,2,0,4,1,34.285714285714285
Long Biên,Nhà riêng,32.0,2.1,1,1,2,10,1,65.625
Cầu Giấy,Căn hộ chung cư,115.0,4.9,3,2,0,3,1,42.608695652173914
Gia Lâm,Căn hộ chung cư,80.0,2.8,3,2,0,4,1,35.0
Gia Lâm,Căn hộ chung cư,80.0,2.9,3,2,0,4,1,36.25
Tây Hồ,Nhà riêng,80.0,9.5,4,4,2,21,1,118.75
Gia Lâm,Căn hộ chung cư,31.0,1.2,1,1,0,4,0,38.70967741935484
Hà Đông,Căn hộ chung cư,146.0,4.8,3,3,0,9,1,32.87671232876713
Thanh Xuân,Căn hộ chung cư,77.0,4.3,2,2,0,18,1,55.84415584415584
Nam Từ Liêm,Căn hộ chung cư,94.0,4.4,3,2,0,12,1,46.808510638297875
Nam Từ Liêm,Căn hộ chung cư,55.0,2.85,2,2,0,12,1,51.81818181818182
Cầu Giấy,Căn hộ chung cư,97.0,5.55,2,2,0,3,1,57.21649484536083
Cầu Giấy,Căn hộ chung cư,68.0,4.0,2,2,0,3,1,58.8235294117647
Cầu Giấy,Căn hộ chung cư,76.0,5.4,2,2,0,3,1,71.05263157894737
Bắc Từ Liêm,Nhà riêng,35.0,4.5,3,4,2,1,1,128.57142857142858
Cầu Giấy,Nhà riêng,65.0,16.9,13,13,2,3,2,260.0
Nam Từ Liêm,Nhà riêng,35.0,3.8,4,4,2,12,1,108.57142857142857
Cầu Giấy,Căn hộ chung cư,98.0,6.3,2,2,0,3,1,64.28571428571429
Cầu Giấy,Căn hộ chung cư,76.0,6.1,2,2,0,3,1,80.26315789473684
Ba Đình,Căn hộ chung cư,50.0,2.2,2,1,0,0,1,44.0
Cầu Giấy,Căn hộ chung cư,117.0,8.7,3,2,0,3,1,74.35897435897436
Nam Từ Liêm,Căn hộ chung cư,83.0,4.6,2,2,0,12,1,55.42168674698795
Đống Đa,Căn hộ chung cư,83.0,3.35,2,2,0,24,1,40.36144578313253
Long Biên,Nhà riêng,50.0,4.2,3,3,2,10,1,84.0
Cầu Giấy,Nhà riêng,38.0,6.25,4,5,2,3,1,164.47368421052633
Ba Đình,Nhà mặt phố,130.0,65.0,14,15,1,0,3,500.0
Ba Đình,Nhà riêng,33.0,5.75,3,4,2,0,1,174.24242424242425
Gia Lâm,Căn hộ chung cư,68.0,2.35,2,2,0,4,1,34.55882352941177
Ba Đình,Nhà riêng,33.0,5.75,3,4,2,0,1,174.24242424242425
Cầu Giấy,Căn hộ chung cư,76.0,5.1,2,2,0,3,1,67.10526315789474
Long Biên,Nhà riêng,80.0,18.0,4,4,2,10,2,225.0
Long Biên,Nhà riêng,40.0,8.7,4,4,2,10,1,217.5
Hà Đông,Căn hộ chung cư,90.0,3.8,2,2,0,9,1,42.22222222222222
Tây Hồ,Nhà riêng,80.0,12.0,4,3,2,21,2,150.0
Cầu Giấy,Căn hộ chung cư,117.0,8.7,3,2,0,3,1,74.35897435897436
Cầu Giấy,Căn hộ chung cư,96.0,4.2,3,2,0,3,1,43.75
Cầu Giấy,Căn hộ chung cư,100.0,7.0,3,2,0,3,1,70.0
Thanh Xuân,Căn hộ chung cư,95.0,5.6,3,2,0,18,1,58.94736842105263
Thanh Xuân,Nhà riêng,40.0,4.99,4,3,2,18,1,124.75
Bắc Từ Liêm,Nhà riêng,35.0,3.75,3,4,2,1,1,107.14285714285714
Hà Đông,Căn hộ chung cư,56.0,2.5,2,2,0,9,1,44.642857142857146
Cầu Giấy,Căn hộ chung cư,116.0,6.96,3,2,0,3,1,60.0
Hà Đông,Nhà riêng,50.0,7.7,5,4,2,9,1,154.0
Bắc Từ Liêm,Căn hộ chung cư,78.0,3.2,2,2,0,1,1,41.02564102564103
Thanh Xuân,Nhà riêng,40.0,5.3,3,4,2,18,1,132.5
Bắc Từ Liêm,Căn hộ chung cư,55.0,1.8,1,1,0,1,0,32.72727272727273
Gia Lâm,Căn hộ chung cư,60.0,2.06,2,1,0,4,1,34.333333333333336
Bắc Từ Liêm,Căn hộ chung cư,80.0,3.4,2,2,0,1,1,42.5
Thanh Xuân,Nhà riêng,38.0,5.85,6,5,2,18,1,153.94736842105263
Ba Đình,Nhà riêng,30.0,5.9,5,4,2,0,1,196.66666666666666
Bắc Từ Liêm,Nhà riêng,35.0,3.75,3,4,2,1,1,107.14285714285714
Gia Lâm,Căn hộ chung cư,46.0,1.65,1,1,0,4,0,35.869565217391305
Hà Đông,Căn hộ chung cư,67.0,2.25,2,2,0,9,1,33.582089552238806
Cầu Giấy,Nhà mặt phố,200.0,145.0,2,10,1,3,3,725.0
Nam Từ Liêm,Căn hộ chung cư,127.0,6.0,3,2,0,12,1,47.24409448818898
Thanh Xuân,Căn hộ chung cư,67.0,3.4,2,2,0,18,1,50.74626865671642
Hà Đông,Căn hộ chung cư,101.0,3.35,3,2,0,9,1,33.16831683168317
Thanh Xuân,Căn hộ chung cư,89.0,4.1,3,2,0,18,1,46.06741573033708
Hà Đông,Nhà riêng,33.0,2.42,3,3,2,9,1,73.33333333333333
Hà Đông,Căn hộ chung cư,97.0,3.9,4,2,0,9,1,40.20618556701031
Nam Từ Liêm,Nhà riêng,32.0,3.85,3,4,2,12,1,120.3125
Long Biên,Nhà riêng,35.0,4.0,3,3,2,10,1,114.28571428571429
Thanh Xuân,Căn hộ chung cư,122.0,6.9,3,2,0,18,1,56.557377049180324
Cầu Giấy,Căn hộ chung cư,117.0,6.2,2,2,0,3,1,52.99145299145299
Hà Đông,Căn hộ chung cư,56.0,1.87,2,1,0,9,0,33.392857142857146
Hai Bà Trưng,Căn hộ chung cư,154.0,9.8,4,3,0,5,1,63.63636363636363
Hai Bà Trưng,Căn hộ chung cư,82.0,4.5,2,2,0,5,1,54.8780487804878
Long Biên,Nhà riêng,59.0,4.15,3,3,2,10,1,70.33898305084746
Hoàn Kiếm,Căn hộ chung cư,35.0,2.2,2,1,0,7,1,62.857142857142854
Nam Từ Liêm,Căn hộ chung cư,84.0,3.8,2,2,0,12,1,45.23809523809524
Hai Bà Trưng,Căn hộ chung cư,53.0,3.1,1,1,0,5,1,58.490566037735846
Ba Đình,Nhà riêng,39.0,9.5,4,3,2,0,1,243.5897435897436
Đống Đa,Nhà riêng,39.0,5.3,6,6,2,24,1,135.89743589743588
Hà Đông,Nhà riêng,40.0,7.0,3,3,2,9,1,175.0
Ba Đình,Nhà riêng,90.0,26.0,5,5,2,0,2,288.8888888888889
Hai Bà Trưng,Căn hộ chung cư,80.0,5.35,2,2,0,5,1,66.875
Gia Lâm,Căn hộ chung cư,70.0,2.45,2,2,0,4,1,35.0
Nam Từ Liêm,Căn hộ chung cư,54.0,3.7,2,2,0,12,1,68.51851851851852
Hoàng Mai,Căn hộ chung cư,83.0,2.4,3,2,0,8,1,28.91566265060241
Gia Lâm,Căn hộ chung cư,68.0,2.53,2,2,0,4,1,37.205882352941174
Thanh Trì,Căn hộ chung cư,39.0,1.2,1,1,0,17,0,30.76923076923077
Tây Hồ,Nhà riêng,125.0,39.0,4,5,2,21,2,312.0
Hoàng Mai,Căn hộ chung cư,72.0,2.6,2,2,0,8,1,36.111111111111114
Hà Đông,Nhà riêng,35.0,2.13,3,3,2,9,1,60.857142857142854
Hoàng Mai,Căn hộ chung cư,45.0,1.5,1,1,0,8,0,33.333333333333336
Bắc Từ Liêm,Căn hộ chung cư,94.0,5.3,3,2,0,1,1,56.38297872340426
Ba Đình,Nhà riêng,62.0,13.5,3,3,2,0,2,217.74193548387098
Hà Đông,Nhà riêng,32.0,1.86,3,3,2,9,0,58.125
Hà Đông,Nhà riêng,48.0,7.9,4,4,2,9,1,164.58333333333334
Tây Hồ,Căn hộ chung cư,70.0,3.05,2,1,0,21,1,43.57142857142857
Nam Từ Liêm,Căn hộ chung cư,60.0,4.2,2,2,0,12,1,70.0
Thanh Trì,Căn hộ chung cư,39.0,1.2,1,1,0,17,0,30.76923076923077
Bắc Từ Liêm,Nhà riêng,30.0,7.35,3,3,2,1,1,245.0
Ba Đình,Nhà riêng,71.0,21.5,8,8,2,0,2,302.8169014084507
Hoàng Mai,Căn hộ chung cư,60.0,2.65,2,2,0,8,1,44.166666666666664
Ba Đình,Nhà riêng,99.0,30.0,15,15,2,0,2,303.030303030303
Cầu Giấy,Nhà riêng,65.0,19.0,6,6,2,3,2,292.3076923076923
Nam Từ Liêm,Căn hộ chung cư,104.0,7.07,3,1,0,12,1,67.98076923076923
Hoàng Mai,Căn hộ chung cư,60.0,2.65,2,2,0,8,1,44.166666666666664
Hà Đông,Nhà mặt phố,60.0,12.9,6,5,1,9,2,215.0
Cầu Giấy,Nhà mặt phố,78.0,27.0,3,2,1,3,2,346.15384615384613
Đống Đa,Căn hộ chung cư,146.0,7.5,3,2,0,24,1,51.36986301369863
Cầu Giấy,Nhà riêng,146.0,24.0,33,33,2,3,2,164.3835616438356
Hà Đông,Nhà mặt phố,60.0,14.8,4,5,1,9,2,246.66666666666666
Bắc Từ Liêm,Nhà riêng,15.0,1.2,1,1,2,1,0,80.0
Gia Lâm,Căn hộ chung cư,80.0,2.85,3,2,0,4,1,35.625
Thanh Xuân,Căn hộ chung cư,148.0,7.65,3,2,0,18,1,51.689189189189186
Bắc Từ Liêm,Căn hộ chung cư,85.0,5.95,2,2,0,1,1,70.0
Thanh Xuân,Căn hộ chung cư,84.0,4.1,2,2,0,18,1,48.80952380952381
Thanh Xuân,Căn hộ chung cư,95.0,6.0,3,2,0,18,1,63.1578947368421
Hoàng Mai,Nhà riêng,36.0,4.35,4,3,2,8,1,120.83333333333333
Thanh Xuân,Căn hộ chung cư,126.0,7.4,3,2,0,18,1,58.73015873015873
Cầu Giấy,Nhà riêng,80.0,23.0,5,5,2,3,2,287.5
Ba Đình,Nhà riêng,63.0,10.5,1,1,2,0,2,166.66666666666666
Thanh Xuân,Căn hộ chung cư,54.0,1.98,2,2,0,18,0,36.666666666666664
Long Biên,Nhà mặt phố,74.0,14.8,3,3,1,10,2,200.0
Tây Hồ,Căn hộ chung cư,70.0,4.9,2,2,0,21,1,70.0
Tây Hồ,Căn hộ chung cư,168.0,12.5,2,2,0,21,2,74.4047619047619
Cầu Giấy,Căn hộ chung cư,75.0,4.7,2,2,0,3,1,62.666666666666664
Ba Đình,Nhà riêng,33.0,5.75,3,4,2,0,1,174.24242424242425
Cầu Giấy,Căn hộ chung cư,125.0,8.2,3,2,0,3,1,65.6
Đống Đa,Căn hộ chung cư,187.0,13.5,4,3,0,24,2,72.19251336898395
Ba Đình,Căn hộ chung cư,35.0,3.4,1,1,0,0,1,97.14285714285714
Gia Lâm,Căn hộ chung cư,60.0,2.06,2,1,0,4,1,34.333333333333336
Cầu Giấy,Căn hộ chung cư,100.0,5.7,2,2,0,3,1,57.0
Hà Đông,Căn hộ chung cư,96.0,4.05,3,3,0,9,1,42.1875
Ba Đình,Nhà riêng,52.0,15.2,6,4,2,0,2,292.3076923076923
Long Biên,Căn hộ chung cư,65.0,2.8,2,2,0,10,1,43.07692307692308
Long Biên,Căn hộ chung cư,72.0,3.24,2,2,0,10,1,45.0
Bắc Từ Liêm,Căn hộ chung cư,83.0,5.6,3,2,0,1,1,67.46987951807229
Hà Đông,Căn hộ chung cư,59.0,2.4,2,2,0,9,1,40.67796610169491
Cầu Giấy,Căn hộ chung cư,138.0,7.0,3,2,0,3,1,50.72463768115942
Đống Đa,Nhà mặt phố,62.0,12.0,2,2,1,24,2,193.5483870967742
Cầu Giấy,Căn hộ chung cư,125.0,8.5,4,2,0,3,1,68.0
Cầu Giấy,Căn hộ chung cư,70.0,2.65,2,1,0,3,1,37.857142857142854
Nam Từ Liêm,Căn hộ chung cư,32.0,1.7,1,1,0,12,0,53.125
Nam Từ Liêm,Căn hộ chung cư,116.0,4.9,3,2,0,12,1,42.241379310344826
Thanh Trì,Căn hộ chung cư,45.0,1.57,1,1,0,17,0,34.888888888888886
Hà Đông,Căn hộ chung cư,70.0,2.49,2,2,0,9,1,35.57142857142857
Hoàng Mai,Nhà mặt phố,86.0,23.0,5,4,1,8,2,267.4418604651163
Hà Đông,Căn hộ chung cư,56.0,1.85,1,1,0,9,0,33.035714285714285
Cầu Giấy,Nhà riêng,110.0,29.8,6,4,2,3,2,270.90909090909093
Hà Đông,Căn hộ chung cư,63.0,2.35,2,2,0,9,1,37.301587301587304
Long Biên,Căn hộ chung cư,91.0,4.2,3,2,0,10,1,46.15384615384615
Thanh Xuân,Căn hộ chung cư,95.0,5.0,3,2,0,18,1,52.63157894736842
Đông Anh,Nhà riêng,75.0,9.0,4,3,2,23,1,120.0
Hà Đông,Căn hộ chung cư,75.0,1.88,2,2,0,9,0,25.066666666666666
Thanh Xuân,Căn hộ chung cư,72.0,4.5,2,2,0,18,1,62.5
Hà Đông,Căn hộ chung cư,127.0,4.2,3,2,0,9,1,33.07086614173228
Hà Đông,Căn hộ chung cư,103.0,3.05,3,2,0,9,1,29.611650485436893
Thanh Xuân,Căn hộ chung cư,128.0,6.5,3,2,0,18,1,50.78125
Bắc Từ Liêm,Căn hộ chung cư,134.0,6.2,3,2,0,1,1,46.26865671641791
Cầu Giấy,Căn hộ chung cư,129.0,7.0,3,2,0,3,1,54.263565891472865
Hà Đông,Căn hộ chung cư,64.0,2.09,2,2,0,9,1,32.65625
Ba Đình,Nhà riêng,60.0,13.3,11,12,2,0,2,221.66666666666666
Long Biên,Nhà riêng,70.0,11.0,5,4,2,10,2,157.14285714285714
Ba Đình,Nhà mặt phố,81.0,26.0,4,4,1,0,2,320.98765432098764
Gia Lâm,Căn hộ chung cư,70.0,2.45,2,2,0,4,1,35.0
Hà Đông,Nhà riêng,35.0,2.45,4,4,2,9,1,70.0
Hoàng Mai,Căn hộ chung cư,45.0,1.65,1,1,0,8,0,36.666666666666664
Hà Đông,Căn hộ chung cư,151.0,4.228,4,3,0,9,1,28.0
Long Biên,Nhà riêng,60.0,10.8,5,5,2,10,2,180.0
Hà Đông,Nhà mặt phố,50.0,17.78,6,6,1,9,2,355.6
Hà Đông,Căn hộ chung cư,67.0,2.62,2,2,0,9,1,39.1044776119403
Cầu Giấy,Căn hộ chung cư,116.0,5.6,3,2,0,3,1,48.275862068965516
Cầu Giấy,Nhà riêng,56.0,16.5,6,4,2,3,2,294.64285714285717
Ba Đình,Nhà riêng,43.0,8.0,4,3,2,0,1,186.04651162790697
Cầu Giấy,Nhà mặt phố,31.0,17.8,4,4,1,3,2,574.1935483870968
Cầu Giấy,Căn hộ chung cư,90.0,4.5,3,2,0,3,1,50.0
Nam Từ Liêm,Căn hộ chung cư,106.0,4.6,3,2,0,12,1,43.39622641509434
Cầu Giấy,Nhà riêng,54.0,22.8,8,7,2,3,2,422.22222222222223
Hà Đông,Căn hộ chung cư,71.0,2.65,2,2,0,9,1,37.32394366197183
Hà Đông,Căn hộ chung cư,107.0,3.85,3,2,0,9,1,35.981308411214954
Hà Đông,Căn hộ chung cư,150.0,4.275,4,2,0,9,1,28.5
Cầu Giấy,Căn hộ chung cư,102.0,5.0,3,2,0,3,1,49.01960784313726
Nam Từ Liêm,Nhà riêng,37.0,3.3,3,2,2,12,1,89.1891891891892
Cầu Giấy,Căn hộ chung cư,120.0,6.0,3,2,0,3,1,50.0
Cầu Giấy,Căn hộ chung cư,61.0,3.15,2,1,0,3,1,51.63934426229508
Thanh Trì,Căn hộ chung cư,95.0,4.2,3,2,0,17,1,44.21052631578947
Long Biên,Nhà mặt phố,32.0,12.4,3,5,1,10,2,387.5
Cầu Giấy,Nhà riêng,65.0,22.0,6,6,2,3,2,338.46153846153845
Cầu Giấy,Căn hộ chung cư,90.0,4.2,2,2,0,3,1,46.666666666666664
Cầu Giấy,Căn hộ chung cư,148.0,12.284,4,2,0,3,2,83.0
Hà Đông,Căn hộ chung cư,117.0,4.09,3,2,0,9,1,34.957264957264954
Cầu Giấy,Căn hộ chung cư,60.0,3.0,2,1,0,3,1,50.0
Nam Từ Liêm,Căn hộ chung cư,76.0,4.8,2,2,0,12,1,63.1578947368421
Hà Đông,Căn hộ chung cư,107.0,4.5,3,2,0,9,1,42.05607476635514
Cầu Giấy,Căn hộ chung cư,125.0,6.3,3,2,0,3,1,50.4
