Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng,Mặt tiền,Số tầng,Đường vào
57 m²,Thỏa thuận,Đông - Bắc,Tây - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Eco Lake View,"Eco Lake View, 32, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",23/04/2024,,,
135 m²,"6,7 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ - Nội thất đầy đủ, chỉ việc xách vali vào ở.",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Iris Garden,"Iris Garden, 30, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",22/04/2024,,,
160 m²,16 tỷ,Đông - Nam,Nam,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Park Hill Premium - Times City,"Dự án Park Hill Premium - Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",22/04/2024,,,
120 m²,215 triệu/m²,,,,,,,Hà Nội,Đống Đa,Nhà riêng tại phố Vũ Ngọc Phan,"Ngõ 25, Phố Vũ Ngọc Phan, Phường Láng Hạ, Đống Đa, Hà Nội",22/04/2024,"5,2 m",4 tầng,
"140,3 m²",65 triệu/m²,Nam,Đông - Nam,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại N01-T3 Ngoại Giao Đoàn,"Dự án N01-T3 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",22/04/2024,,,
104 m²,30 tỷ,,,32 phòng,33 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà riêng tại phường Nghĩa Đô,"Phường Nghĩa Đô, Cầu Giấy, Hà Nội",22/04/2024,,9 tầng,
70 m²,10 tỷ,,,5 phòng,4 phòng,,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Trần Hòa,"Đường Trần Hòa, Phường Định Công, Hoàng Mai, Hà Nội",07/05/2024,,5 tầng,
30 m²,45 tỷ,,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Thụy Khuê,"Đường Thụy Khuê, Phường Bưởi, Tây Hồ, Hà Nội",07/05/2024,,5 tầng,
80 m²,"8,3 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản.,Hà Nội,Đống Đa,Căn hộ chung cư tại Hateco Laroma,"Dự án Hateco Laroma, Phường Láng Thượng, Đống Đa, Hà Nội",02/05/2024,,,
123 m²,"6,86 tỷ",,,3 phòng,2 phòng,,,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Diamond Flower Tower,"Dự án Diamond Flower Tower, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội",06/05/2024,,,
86 m²,"4,05 tỷ",,,2 phòng,2 phòng,,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Mỹ Đình Plaza 2,"Dự án Mỹ Đình Plaza 2, Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",05/05/2024,,,
42 m²,"5,9 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Ba Đình,Nhà riêng tại đường Đội Cấn,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",04/05/2024,4 m,5 tầng,
42 m²,"5,9 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Ba Đình,Nhà riêng tại đường Đội Cấn,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",04/05/2024,4 m,5 tầng,
90 m²,Thỏa thuận,,Nam,2 phòng,2 phòng,Sổ đỏ,,Hà Nội,Hà Đông,Căn hộ chung cư tại Mulberry Lane,"Dự án Mulberry Lane, Phường Mỗ Lao, Hà Đông, Hà Nội",07/05/2024,,,
101 m²,9 tỷ,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất nguyên bản chủ đầu tư.,Hà Nội,Đống Đa,Căn hộ chung cư tại Hateco Laroma,"Dự án Hateco Laroma, Phường Láng Thượng, Đống Đa, Hà Nội",02/05/2024,,,
85 m²,"14,8 tỷ",,,16 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Trần Duy Hưng,"Ngõ 110, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",07/05/2024,"5,7 m",7 tầng,
67 m²,Thỏa thuận,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ full nội thất nhập khẩu cao cấp. Nội thất bàn giao Full đồ liền tường cao cấp nhập khẩu: Sàn gỗ, trần thạch cao, thiết bị vệ sinh, hệ thống chiếu sáng, tủ bếp trên dưới, bếp, máy hút mùi, chậu.",Hà Nội,Long Biên,Căn hộ chung cư tại Eco City Việt Hưng,"Dự án Eco City Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội",07/05/2024,,,
"137,8 m²","12,6 tỷ",,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Đống Đa,Căn hộ chung cư tại Hateco Laroma,"Dự án Hateco Laroma, Phường Láng Thượng, Đống Đa, Hà Nội",02/05/2024,,,
148 m²,"8,85 tỷ",,,4 phòng,3 phòng,,,Hà Nội,Cầu Giấy,Căn hộ chung cư tại The Park Home,"Dự án The Park Home, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội",02/05/2024,,,
67 m²,"2,8 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ bàn giao full nội thất cao cấp liền tường nhập khẩu.,Hà Nội,Long Biên,Căn hộ chung cư tại Eco City Việt Hưng,"Dự án Eco City Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội",02/05/2024,,,
75 m²,"4,6 tỷ",,,2 phòng,2 phòng,,Đồ cơ bản.,Hà Nội,Cầu Giấy,Căn hộ chung cư tại A10-A14 Nam Trung Yên,"Dự án A10-A14 Nam Trung Yên, Đường Nguyễn Chánh, Phường Yên Hòa, Cầu Giấy, Hà Nội",05/05/2024,,,
346 m²,"16,5 tỷ",,,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Hoàng Liệt,"Đường Hoàng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",07/05/2024,,2 tầng,
41 m²,25 tỷ,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Hàng Điếu,"Phố Hàng Điếu, Phường Cửa Đông, Hoàn Kiếm, Hà Nội",07/05/2024,"3,3 m",2 tầng,25 m
40 m²,"4,4 tỷ",,,4 phòng,,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Định Công Hạ,"Đường Định Công Hạ, Phường Định Công, Hoàng Mai, Hà Nội",06/05/2024,,4 tầng,
120 m²,Thỏa thuận,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ + Bếp trên dưới gỗ Gõ Đỏ, thiết bị bếp Hafele, máy lọc nước Kangaroo. + Tủ âm tường, tủ giày gỗ Gõ đỏ tự nhiên. + Thiết bị vệ sinh, bồn rửa mặt, vách kính tắm. Vòi sen, nóng lạnh Kohler.",Hà Nội,Long Biên,Căn hộ chung cư tại HC Golden City,"Dự án HC Golden City, Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",06/05/2024,,,
125 m²,9 tỷ,,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,"Cơ bản Căn hộ trang bị đầy đủ nội thất hiện đại, sang trọng với màu sắc đen trắng làm chủ đạo như đang nghỉ dưỡng: Điều hòa âm trần 2 chiều, tủ quần áo âm tường,...",Hà Nội,Ba Đình,Căn hộ chung cư tại Lancaster Hà Nội,"Lancaster Hà Nội, 20, Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",07/05/2024,,,
43 m²,"5,55 tỷ",Tây,Tây,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Giáp Nhị,"Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",06/05/2024,"3,8 m",3 tầng,"3,5 m"
55 m²,"13,5 tỷ",,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Hoàng Mai,Nhà mặt phố tại đường Bờ Sông Sét,"Số 69, Đường Bờ Sông Sét, Phường Tương Mai, Hoàng Mai, Hà Nội",07/05/2024,,6 tầng,
102 m²,Thỏa thuận,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Căn hộ chung cư tại HC Golden City,"Dự án HC Golden City, Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",07/05/2024,,,
55 m²,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà riêng tại đường Ngô Đình Mẫn,"Đường Ngô Đình Mẫn, Phường La Khê, Hà Đông, Hà Nội",06/05/2024,,,"7,5 m"
40 m²,"5,6 tỷ",,,8 phòng,,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Đông Thiên,"Đường Đông Thiên, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",07/05/2024,"3,5 m",5 tầng,
36 m²,"4,6 tỷ",,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Nguyễn Chính,"Ngõ 113, Đường Nguyễn Chính, Phường Tân Mai, Hoàng Mai, Hà Nội",07/05/2024,"3,6 m",5 tầng,6 m
40 m²,"5,6 tỷ",,,8 phòng,,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Đông Thiên,"Đường Đông Thiên, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",07/05/2024,"3,5 m",5 tầng,
36 m²,"4,6 tỷ",,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Nguyễn Chính,"Ngõ 113, Đường Nguyễn Chính, Phường Tân Mai, Hoàng Mai, Hà Nội",07/05/2024,"3,6 m",5 tầng,6 m
"69,6 m²","3,4 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Ecohome 3,"Dự án Ecohome 3, Quận Bắc Từ Liêm, Hà Nội",07/05/2024,,,
90 m²,17 tỷ,Tây - Bắc,Đông - Nam,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Căn hộ chung cư tại PentStudio,"Dự án PentStudio, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",07/05/2024,,,
127 m²,"5,2 tỷ",Nam,Tây - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Tây Hà Tower,"Dự án Tây Hà Tower, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",07/05/2024,,,
117 m²,"51,3 triệu/m²",Đông - Bắc,Tây - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Khu đô thị mới Dịch Vọng,"Dự án ĐTM Dịch Vọng, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội",07/05/2024,,,
96 m²,Thỏa thuận,,,3 phòng,3 phòng,,,Hà Nội,Hà Đông,Căn hộ chung cư tại The Pride,"Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",07/05/2024,,,
65 m²,"11,9 tỷ",,,,,,,Hà Nội,Cầu Giấy,Nhà riêng tại đường Xuân Thủy,"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",04/05/2024,,7 tầng,
100 m²,Thỏa thuận,,,3 phòng,2 phòng,,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Chung cư Golden West,"Golden West, số 2, Phố Lê Văn Thiêm, Phường Nhân Chính, Thanh Xuân, Hà Nội.",30/04/2024,,,
50 m²,"14,59 tỷ",,,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại phố Khúc Thừa Dụ,"Phố Khúc Thừa Dụ, Phường Dịch Vọng, Cầu Giấy, Hà Nội",07/05/2024,4 m,7 tầng,4 m
75 m²,"17,9 tỷ",,,16 phòng,18 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàng Mai,Nhà riêng tại đường Trương Định,"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",02/05/2024,"6,8 m",8 tầng,"3,5 m"
190 m²,50 tỷ,Tây - Nam,Tây - Nam,30 phòng,30 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà riêng tại đường Nhật Chiêu,"Đường Nhật Chiêu, Phường Nhật Tân, Tây Hồ, Hà Nội",01/05/2024,15 m,7 tầng,5 m
68 m²,3 tỷ,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất cơ bản.,Hà Nội,Thanh Trì,Căn hộ chung cư tại Eco Green City,"Dự án Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội",06/05/2024,,,
42 m²,"1,8 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Thanh Oai,Nhà riêng tại đường ĐT 427B,"Đường ĐT 427B, Xã Bình Minh, Thanh Oai, Hà Nội",07/05/2024,"4,5 m",3 tầng,3 m
36 m²,"6,48 tỷ",,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Láng Hạ,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",03/05/2024,4 m,5 tầng,3 m
42 m²,"2,2 tỷ",Nam,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Chương Mỹ,Nhà riêng tại xã Phụng Châu,"Xã Phụng Châu, Chương Mỹ, Hà Nội",07/05/2024,"3,2 m",3 tầng,4 m
45 m²,"7,5 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Đống Đa,Nhà riêng tại phố Hoàng Cầu,"Ngõ 59, Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",07/05/2024,"4,8 m",3 tầng,3 m
"89,3 m²",45 triệu/m²,Đông - Nam,Tây - Bắc,3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Hoài Đức,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",07/05/2024,,,
95 m²,Thỏa thuận,,,,,,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Zei Mỹ Đình,"Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",06/05/2024,,,
70 m²,"24,9 tỷ",,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà mặt phố tại phố Quan Nhân,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",07/05/2024,5 m,8 tầng,
95 m²,Thỏa thuận,,,,,,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Zei Mỹ Đình,"Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",06/05/2024,,,
70 m²,"24,9 tỷ",,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà mặt phố tại phố Quan Nhân,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",07/05/2024,5 m,8 tầng,
250 m²,110 tỷ,,,28 phòng,30 phòng,Sổ đỏ/ Sổ hồng,Đẹp hiện đại như hình,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Quảng An, Tây Hồ, Hà Nội",07/05/2024,10 m,10 tầng,40 m
72 m²,54 triệu/m²,,,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Hoài Đức,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",07/05/2024,,,
38 m²,"4,3 tỷ",,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Nhà riêng tại phường Lĩnh Nam,"Phường Lĩnh Nam, Hoàng Mai, Hà Nội",07/05/2024,4 m,5 tầng,
45 m²,"10,5 tỷ",,,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Đội Cấn,"Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",07/05/2024,,7 tầng,
175 m²,14 tỷ,Nam,Tây,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Tây Hồ,Căn hộ chung cư tại Sunshine Golden River,"Dự án Sunshine Golden River, Phường Phú Thượng, Tây Hồ, Hà Nội",07/05/2024,,,
141 m²,45 tỷ,Đông - Nam,Đông - Nam,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà riêng tại đường Xóm Chùa,"Đường Xóm Chùa, Phường Quảng An, Tây Hồ, Hà Nội",01/05/2024,"8,5 m",5 tầng,3 m
135 m²,73 triệu/m²,,,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Ba Đình,Căn hộ chung cư tại Lancaster Hà Nội,"Dự án Lancaster Hà Nội, Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",02/05/2024,,,
100 m²,"5,4 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Sunshine Garden,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",07/05/2024,,,
242 m²,103 tỷ,Đông - Bắc,Đông - Bắc,30 phòng,30 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Âu Cơ,"Đường Âu Cơ, Phường Quảng An, Tây Hồ, Hà Nội",02/05/2024,10 m,10 tầng,40 m
55 m²,"7,6 tỷ",,,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà riêng tại đường Lê Lợi,"Đường Lê Lợi, Phường Nguyễn Trãi, Hà Đông, Hà Nội",05/05/2024,"5,8 m",5 tầng,
50 m²,"1,2 tỷ",,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại đường Giải Phóng,"Đường Giải Phóng, Phường Tân Mai, Hoàng Mai, Hà Nội",07/05/2024,,,
50 m²,"1,2 tỷ",,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại đường Nguyễn Đức Cảnh,"Đường Nguyễn Đức Cảnh, Phường Tân Mai, Hoàng Mai, Hà Nội",07/05/2024,,,
32 m²,"3,65 tỷ",,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hà Đông,Nhà riêng tại đường Tố Hữu,"Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",03/05/2024,4 m,5 tầng,3 m
"48,4 m²","10,15 tỷ",Đông,Đông,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Kim Đồng,"6/13, Đường Kim Đồng, Phường Giáp Bát, Hoàng Mai, Hà Nội",07/05/2024,,4 tầng,3 m
30 m²,"5,65 tỷ",,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Minh Khai,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",04/05/2024,"4,6 m",5 tầng,3 m
65 m²,"2,95 tỷ",,,2 phòng,2 phòng,,,Hà Nội,Ba Đình,Căn hộ chung cư tại phố Giảng Võ,"Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội",07/05/2024,,,
54 m²,"15,9 tỷ",,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Ông Ích Khiêm,"Đường Ông Ích Khiêm, Phường Điện Biên, Ba Đình, Hà Nội",07/05/2024,,4 tầng,
220 m²,52 tỷ,Nam,Đông,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai,"Dự án Vinhomes Metropolis - Liễu Giai, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội",07/05/2024,,,
50 m²,"1,2 tỷ",,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại đường Nguyễn Đức Cảnh,"Đường Nguyễn Đức Cảnh, Phường Tân Mai, Hoàng Mai, Hà Nội",07/05/2024,,,
32 m²,"3,65 tỷ",,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hà Đông,Nhà riêng tại đường Tố Hữu,"Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",03/05/2024,4 m,5 tầng,3 m
"48,4 m²","10,15 tỷ",Đông,Đông,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Kim Đồng,"6/13, Đường Kim Đồng, Phường Giáp Bát, Hoàng Mai, Hà Nội",07/05/2024,,4 tầng,3 m
30 m²,"5,65 tỷ",,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Minh Khai,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",04/05/2024,"4,6 m",5 tầng,3 m
65 m²,"2,95 tỷ",,,2 phòng,2 phòng,,,Hà Nội,Ba Đình,Căn hộ chung cư tại phố Giảng Võ,"Phố Giảng Võ, Phường Giảng Võ, Ba Đình, Hà Nội",07/05/2024,,,
54 m²,"15,9 tỷ",,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Ông Ích Khiêm,"Đường Ông Ích Khiêm, Phường Điện Biên, Ba Đình, Hà Nội",07/05/2024,,4 tầng,
220 m²,52 tỷ,Nam,Đông,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai,"Dự án Vinhomes Metropolis - Liễu Giai, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội",07/05/2024,,,
40 m²,"7,98 tỷ",,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Trương Định,"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",07/04/2024,,5 tầng,
82 m²,"12,8 tỷ",,,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Hoàng Mai,Nhà mặt phố tại đường Hoàng Mai,"Đường Hoàng Mai, Phường Thanh Trì, Hoàng Mai, Hà Nội",07/05/2024,"4,8 m",5 tầng,
43 m²,"2,18 tỷ",,,1 phòng,1 phòng,,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Miami,"Dự án The Miami, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",07/05/2024,,,
95 m²,5 tỷ,,,3 phòng,2 phòng,,,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Sunshine Garden,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội.",04/05/2024,,,
55 m²,"9,5 tỷ",,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,Hà Nội,Long Biên,Nhà riêng tại đường Tư Đình,"Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội",23/04/2024,"3,8 m",5 tầng,
39 m²,"6,95 tỷ",,,,,,,Hà Nội,Đống Đa,Nhà riêng tại phố Láng Hạ,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",06/05/2024,,4 tầng,
51 m²,"7,9 tỷ",Nam,,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Thụy,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",03/05/2024,5 m,5 tầng,13 m
35 m²,"6,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Trường Chinh,"Ngõ 592, Đường Trường Chinh, Phường Ngã Tư Sở, Đống Đa, Hà Nội",06/05/2024,"4,5 m",6 tầng,
140 m²,"6,8 tỷ",,,4 phòng,3 phòng,Đã có sổ,Đầy đủ,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Sunshine Garden,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",04/05/2024,,,
161 m²,42 tỷ,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại phố Bạch Mai,"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",07/05/2024,"6,7 m",9 tầng,20 m
70 m²,"2,67 tỷ",,,3 phòng,,Sổ đẹp,Tặng full nội thất.,Hà Nội,Ba Đình,Căn hộ chung cư tại đường Vạn Bảo,"Đường Vạn Bảo, Phường Cống Vị, Ba Đình, Hà Nội",07/05/2024,,,
35 m²,"6,4 tỷ",,,,,Sổ đỏ,,Hà Nội,Đống Đa,Nhà riêng tại đường Yên Lãng,"Đường Yên Lãng, Phường Láng Hạ, Đống Đa, Hà Nội",06/05/2024,,4 tầng,
72 m²,"3,65 tỷ",Tây - Nam,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Căn hộ chung cư tại phố Trần Quý Kiên,"Phố Trần Quý Kiên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",30/04/2024,,,
